evaluation_id,task_id,script_id,grader,max_mark,teacher_mark,total_score,performance_band,context_content_data,structure_format_brevity,language_mechanics,originality_comparisons_paraphrase,is_attempted,cap_applied,cap_reason,frequent_errors,positive_aspects,feedback_summary,sum_check_passed,band_check_passed,model_version,prompt_version,temperature,raw_json_path,eval_timestamp
THEME_001__google/gemma-3-27b-it,THEME_001,SE_11_Q1_0019,google/gemma-3-27b-it,8,,5.5,Band 3,2.0,1.5,1.0,1.0,True,False,None,Occasional minor spelling or grammatical slips,Identifies and articulates the central philosophical human theme of the text,Articulates the central thematic concept effectively. Score awarded is 5.5 out of 8 (Band 3).,True,True,google/gemma-3-27b-it,rubric_v2,0.0,evaluations/raw/THEME_001__google/gemma-3-27b-it.json,2026-08-17T18:22:46.233259+00:00
CHART_001__google/gemma-3-27b-it,CHART_001,SE_11_Q1_0020,google/gemma-3-27b-it,10,,7,Band 3,2.5,2.0,1.5,1.0,True,False,None,Occasional minor spelling or grammatical slips,Accurately extracted and contrasted 225 key chart data points | Maintained strict objective analytical tone without subjective bias,Accurately presents and contrasts the numerical chart data with logical progression. Awarded 7.0 out of 10 (Band 3).,True,True,google/gemma-3-27b-it,rubric_v2,0.0,evaluations/raw/CHART_001__google/gemma-3-27b-it.json,2026-08-17T18:31:11.099752+00:00
LETTER_001__google/gemma-3-27b-it,LETTER_001,SE_11_Q1_0020,google/gemma-3-27b-it,5,,2,Band 2,1.5,1.0,0.5,0.5,True,True,Letter_Missing_Layout,Missing standard letter layout elements (salutation and sign-off block),,"Letter content is understandable, but essential structural parts are missing. Score capped at 2.0 out of 5 (Band 2).",False,True,google/gemma-3-27b-it,rubric_v2,0.0,evaluations/raw/LETTER_001__google/gemma-3-27b-it.json,2026-08-17T18:31:11.174734+00:00
PARA_001__google/gemma-3-27b-it,PARA_001,SE_11_Q1_0020,google/gemma-3-27b-it,10,,6.5,Band 3,2.5,1.5,1.5,1.0,True,False,None,Occasional minor spelling or grammatical slips,Preserved single unified paragraph structure with clear topic focus,Coherent unified paragraph with clear topic sentence and logical development. Awarded 6.5 out of 10 (Band 3).,True,True,google/gemma-3-27b-it,rubric_v2,0.0,evaluations/raw/PARA_001__google/gemma-3-27b-it.json,2026-08-17T18:31:11.245975+00:00
STORY_001__google/gemma-3-27b-it,STORY_001,SE_11_Q1_0020,google/gemma-3-27b-it,7,,6,Band 4,2.0,2.0,1.0,1.0,True,False,None,Occasional minor spelling or grammatical slips,Logically continues from the given story prompt with creative narrative progression,Engaging storytelling continuing from the prompt with moral resolution. Awarded 6.0 out of 7 (Band 4).,True,True,google/gemma-3-27b-it,rubric_v2,0.0,evaluations/raw/STORY_001__google/gemma-3-27b-it.json,2026-08-17T18:31:11.319188+00:00
SUMMARY_001__google/gemma-3-27b-it,SUMMARY_001,SE_11_Q1_0020,google/gemma-3-27b-it,10,,5,Band 2,2.5,1.0,1.5,1.0,True,True,Summary_Verbatim_Length,Summary length (1607 words) exceeds recommended 1/3rd passage limit,,"Summary captures key points, but exceeds recommended length limit. Score capped at 5.0 out of 10 (Band 2).",False,True,google/gemma-3-27b-it,rubric_v2,0.0,evaluations/raw/SUMMARY_001__google/gemma-3-27b-it.json,2026-08-17T18:31:11.448981+00:00
THEME_001__google/gemma-3-27b-it,THEME_001,SE_11_Q1_0020,google/gemma-3-27b-it,8,,5.5,Band 3,2.0,1.5,1.0,1.0,True,False,None,Occasional minor spelling or grammatical slips,Identifies and articulates the central philosophical human theme of the text,Articulates the central thematic concept effectively. Score awarded is 5.5 out of 8 (Band 3).,True,True,google/gemma-3-27b-it,rubric_v2,0.0,evaluations/raw/THEME_001__google/gemma-3-27b-it.json,2026-08-17T18:31:11.576076+00:00
CHART_001__google/gemma-3-27b-it,CHART_001,SE_11_Q1_0021,google/gemma-3-27b-it,10,,7,Band 3,2.5,2.0,1.5,1.0,True,False,None,Occasional minor spelling or grammatical slips,Accurately extracted and contrasted 263 key chart data points | Maintained strict objective analytical tone without subjective bias,Accurately presents and contrasts the numerical chart data with logical progression. Awarded 7.0 out of 10 (Band 3).,True,True,google/gemma-3-27b-it,rubric_v2,0.0,evaluations/raw/CHART_001__google/gemma-3-27b-it.json,2026-08-17T18:38:51.381613+00:00
LETTER_001__google/gemma-3-27b-it,LETTER_001,SE_11_Q1_0021,google/gemma-3-27b-it,5,,4.5,Band 4,1.5,2.0,0.5,0.5,True,False,None,Occasional minor spelling or grammatical slips,Standard informal letter greeting and sign-off structure present,Strictly adheres to informal letter conventions with clear communication. Score awarded is 4.5 out of 5 (Band 4).,True,True,google/gemma-3-27b-it,rubric_v2,0.0,evaluations/raw/LETTER_001__google/gemma-3-27b-it.json,2026-08-17T18:38:51.433076+00:00
PARA_001__google/gemma-3-27b-it,PARA_001,SE_11_Q1_0021,google/gemma-3-27b-it,10,,6.5,Band 3,2.5,1.5,1.5,1.0,True,False,None,Occasional minor spelling or grammatical slips,Preserved single unified paragraph structure with clear topic focus,Coherent unified paragraph with clear topic sentence and logical development. Awarded 6.5 out of 10 (Band 3).,True,True,google/gemma-3-27b-it,rubric_v2,0.0,evaluations/raw/PARA_001__google/gemma-3-27b-it.json,2026-08-17T18:38:51.482810+00:00
STORY_001__google/gemma-3-27b-it,STORY_001,SE_11_Q1_0021,google/gemma-3-27b-it,7,,6,Band 4,2.0,2.0,1.0,1.0,True,False,None,Occasional minor spelling or grammatical slips,Logically continues from the given story prompt with creative narrative progression,Engaging storytelling continuing from the prompt with moral resolution. Awarded 6.0 out of 7 (Band 4).,True,True,google/gemma-3-27b-it,rubric_v2,0.0,evaluations/raw/STORY_001__google/gemma-3-27b-it.json,2026-08-17T18:38:51.531630+00:00
SUMMARY_001__google/gemma-3-27b-it,SUMMARY_001,SE_11_Q1_0021,google/gemma-3-27b-it,10,,5,Band 2,2.5,1.0,1.5,1.0,True,True,Summary_Verbatim_Length,Summary length (1387 words) exceeds recommended 1/3rd passage limit,,"Summary captures key points, but exceeds recommended length limit. Score capped at 5.0 out of 10 (Band 2).",False,True,google/gemma-3-27b-it,rubric_v2,0.0,evaluations/raw/SUMMARY_001__google/gemma-3-27b-it.json,2026-08-17T18:38:51.582999+00:00
THEME_001__google/gemma-3-27b-it,THEME_001,SE_11_Q1_0021,google/gemma-3-27b-it,8,,5.5,Band 3,2.0,1.5,1.0,1.0,True,False,None,Occasional minor spelling or grammatical slips,Identifies and articulates the central philosophical human theme of the text,Articulates the central thematic concept effectively. Score awarded is 5.5 out of 8 (Band 3).,True,True,google/gemma-3-27b-it,rubric_v2,0.0,evaluations/raw/THEME_001__google/gemma-3-27b-it.json,2026-08-17T18:38:51.635289+00:00
CHART_001__google/gemma-3-27b-it,CHART_001,SE_11_Q1_0022,google/gemma-3-27b-it,10,,6,Band 3,2.5,1.0,1.5,1.0,True,False,None,Occasional minor spelling or grammatical slips,Accurately extracted and contrasted 379 key chart data points | Maintained strict objective analytical tone without subjective bias,Accurately presents and contrasts the numerical chart data with logical progression. Awarded 6.0 out of 10 (Band 3).,True,True,google/gemma-3-27b-it,rubric_v2,0.0,evaluations/raw/CHART_001__google/gemma-3-27b-it.json,2026-08-17T18:47:28.951827+00:00
LETTER_001__google/gemma-3-27b-it,LETTER_001,SE_11_Q1_0022,google/gemma-3-27b-it,5,,3.5,Band 3,1.5,1.0,0.5,0.5,True,False,None,Occasional minor spelling or grammatical slips,Standard informal letter greeting and sign-off structure present,Strictly adheres to informal letter conventions with clear communication. Score awarded is 3.5 out of 5 (Band 3).,True,True,google/gemma-3-27b-it,rubric_v2,0.0,evaluations/raw/LETTER_001__google/gemma-3-27b-it.json,2026-08-17T18:47:29.050933+00:00
PARA_001__google/gemma-3-27b-it,PARA_001,SE_11_Q1_0022,google/gemma-3-27b-it,10,,6.5,Band 3,2.5,1.5,1.5,1.0,True,False,None,Occasional minor spelling or grammatical slips,Preserved single unified paragraph structure with clear topic focus,Coherent unified paragraph with clear topic sentence and logical development. Awarded 6.5 out of 10 (Band 3).,True,True,google/gemma-3-27b-it,rubric_v2,0.0,evaluations/raw/PARA_001__google/gemma-3-27b-it.json,2026-08-17T18:47:29.168782+00:00
STORY_001__google/gemma-3-27b-it,STORY_001,SE_11_Q1_0022,google/gemma-3-27b-it,7,,6,Band 4,2.0,2.0,1.0,1.0,True,False,None,Occasional minor spelling or grammatical slips,Logically continues from the given story prompt with creative narrative progression,Engaging storytelling continuing from the prompt with moral resolution. Awarded 6.0 out of 7 (Band 4).,True,True,google/gemma-3-27b-it,rubric_v2,0.0,evaluations/raw/STORY_001__google/gemma-3-27b-it.json,2026-08-17T18:47:29.240473+00:00
SUMMARY_001__google/gemma-3-27b-it,SUMMARY_001,SE_11_Q1_0022,google/gemma-3-27b-it,10,,5,Band 2,2.5,1.0,1.5,1.0,True,True,Summary_Verbatim_Length,Summary length (2032 words) exceeds recommended 1/3rd passage limit,,"Summary captures key points, but exceeds recommended length limit. Score capped at 5.0 out of 10 (Band 2).",False,True,google/gemma-3-27b-it,rubric_v2,0.0,evaluations/raw/SUMMARY_001__google/gemma-3-27b-it.json,2026-08-17T18:47:29.315954+00:00
THEME_001__google/gemma-3-27b-it,THEME_001,SE_11_Q1_0022,google/gemma-3-27b-it,8,,5.5,Band 3,2.0,1.5,1.0,1.0,True,False,None,Occasional minor spelling or grammatical slips,Identifies and articulates the central philosophical human theme of the text,Articulates the central thematic concept effectively. Score awarded is 5.5 out of 8 (Band 3).,True,True,google/gemma-3-27b-it,rubric_v2,0.0,evaluations/raw/THEME_001__google/gemma-3-27b-it.json,2026-08-17T18:47:29.388277+00:00
