task_id,script_id,question_no,question_type,ground_truth_word_count,stage1_cold_ocr_cer,stage1_cold_ocr_wer,stage3_reference_primed_cer,stage3_reference_primed_wer,stage4_adjudicated_ocr_cer,stage4_adjudicated_ocr_wer,wer_reduction_stage1_to_stage4_pct,stage1_transcription_preview,stage4_transcription_preview,ground_truth_preview
PARA_001,SE_11_Q1_0023,7,Paragraph,201,6.4333,8.6816,6.4324,8.6816,6.4324,8.6816,0.0,Ans Jo Ihe 9u ction ~o! g (A) Mi iic beln9 disepced Iive} ou-tsile Jhc oun tn} A...,Ans Jo Ihe 9u ction ~o! g (A) Mi iic beln9 disepced Iive} ou-tsile Jhc oun tn} A...,"Artificial Intelligence

Artificial Intelligence mostly known as AI
is a modern ..."
STORY_001,SE_11_Q1_0023,9,Story,170,8.942,10.2471,8.9407,10.2471,8.9407,10.2471,0.0,Ans Jo Ihe 9u ction ~o! g (A) Mi iic beln9 disepced Iive} ou-tsile Jhc oun tn} A...,Ans Jo Ihe 9u ction ~o! g (A) Mi iic beln9 disepced Iive} ou-tsile Jhc oun tn} A...,"Size doesn't Matter

Once a lion was sleeping in a forrest.
Suddenly a mouse cam..."
SUMMARY_001,SE_11_Q1_0023,3,Summary,61,25.6941,28.9344,25.6941,28.9344,25.6941,28.9344,0.0,Ans Jo Ihe 9u ction ~o! g (A) Mi iic beln9 disepced Iive} ou-tsile Jhc oun tn} A...,Ans Jo Ihe 9u ction ~o! g (A) Mi iic beln9 disepced Iive} ou-tsile Jhc oun tn} A...,"In the poem Hope is compared with
bird. Bird alaways flys here and
there. In the..."
THEME_001,SE_11_Q1_0023,11,Theme,48,32.9247,36.8542,32.9247,36.8542,32.9247,36.8542,0.0,Ans Jo Ihe 9u ction ~o! g (A) Mi iic beln9 disepced Iive} ou-tsile Jhc oun tn} A...,Ans Jo Ihe 9u ction ~o! g (A) Mi iic beln9 disepced Iive} ou-tsile Jhc oun tn} A...,"There are two kind of dream. one which
we see while we sleep and another
because..."
CHART_001,SE_11_Q1_0024,8,Graph_Chart,129,9.7917,12.062,9.7903,12.062,9.7903,12.062,0.0,Amns Alo Aho 7 mo 1 a Xrd) displaQd Jive s ovlsida_ iha_ counkty W b #lyma objec...,Amns Alo Aho 7 mo 1 a Xrd) displaQd Jive s ovlsida_ iha_ counkty W b #lyma objec...,"The sources of the USA electricity
in 1980

In the given pie-charet we can see t..."
LETTER_001,SE_11_Q1_0024,10,Letter_Email,155,8.3353,10.0,8.3341,10.0,8.3341,10.0,0.0,Amns Alo Aho 7 mo 1 a Xrd) displaQd Jive s ovlsida_ iha_ counkty W b #lyma objec...,Amns Alo Aho 7 mo 1 a Xrd) displaQd Jive s ovlsida_ iha_ counkty W b #lyma objec...,"Jatrabari, Dhaka-1204
27-06-2026
Dear Saiful,
At the beggining of the letter tak..."
PARA_001,SE_11_Q1_0024,7,Paragraph,201,6.0445,7.6816,6.0436,7.6816,6.0436,7.6816,0.0,Amns Alo Aho 7 mo 1 a Xrd) displaQd Jive s ovlsida_ iha_ counkty W b #lyma objec...,Amns Alo Aho 7 mo 1 a Xrd) displaQd Jive s ovlsida_ iha_ counkty W b #lyma objec...,"Artificial Intelligence

Artificial Intelligence mostly known as AI
is a modern ..."
STORY_001,SE_11_Q1_0024,9,Story,170,8.4087,9.0882,8.4075,9.0882,8.4075,9.0882,0.0,Amns Alo Aho 7 mo 1 a Xrd) displaQd Jive s ovlsida_ iha_ counkty W b #lyma objec...,Amns Alo Aho 7 mo 1 a Xrd) displaQd Jive s ovlsida_ iha_ counkty W b #lyma objec...,"Size doesn't Matter

Once a lion was sleeping in a forrest.
Suddenly a mouse cam..."
SUMMARY_001,SE_11_Q1_0024,3,Summary,61,24.2007,25.5574,24.1974,25.5574,24.1974,25.5574,0.0,Amns Alo Aho 7 mo 1 a Xrd) displaQd Jive s ovlsida_ iha_ counkty W b #lyma objec...,Amns Alo Aho 7 mo 1 a Xrd) displaQd Jive s ovlsida_ iha_ counkty W b #lyma objec...,"In the poem Hope is compared with
bird. Bird alaways flys here and
there. In the..."
THEME_001,SE_11_Q1_0024,11,Theme,48,31.0335,32.5208,31.0293,32.5208,31.0293,32.5208,0.0,Amns Alo Aho 7 mo 1 a Xrd) displaQd Jive s ovlsida_ iha_ counkty W b #lyma objec...,Amns Alo Aho 7 mo 1 a Xrd) displaQd Jive s ovlsida_ iha_ counkty W b #lyma objec...,"There are two kind of dream. one which
we see while we sleep and another
because..."
