"task_id","exam_set","script_id","question_no","question_type","max_mark","model","provider","run_index","raw_context_content_data","raw_structure_format_brevity","raw_language_mechanics","raw_originality_comparisons_paraphrase","raw_total","context_content_data","structure_format_brevity","language_mechanics","originality_comparisons_paraphrase","total_score","capped_from","cap_applied","applied_cap_reason","performance_band","is_attempted","synthesised","context_content_data_rationale","structure_format_brevity_rationale","language_mechanics_rationale","originality_comparisons_paraphrase_rationale","context_content_data_evidence","structure_format_brevity_evidence","language_mechanics_evidence","originality_comparisons_paraphrase_evidence","evidence_not_found","frequent_errors","positive_aspects","feedback_summary","model_version","thinking_level","rubric_hash","prompt_hash","timestamp"
"TABLE_008","SE_06_Q1","SE_06_Q1_0008","5","Table_Completion","5","gemma","ai_studio","0","5","0","0","0","5","5","0","0","0","5","5","False","None","Band 4","True","False","All five items are correctly answered according to the answer key and passage: (i) correct class, (ii) all three strong subjects named, (iii) correct marks for each strong subject, (iv) all three weak subjects named, (v) correct mark for weak subjects.","This is an item-scored question; structural marks are not applicable.","This is an item-scored question; mechanics are only relevant to whether the item content is correct.","This is an item-scored question; verbatim lifting from the passage is permitted and correct.","i. class six ii. Bangla, English and Mathematics iii. 8 in Bangla, 9 in English and 10 in Mathematics out of 10. iv. ICT, Science and Religion v. Only 6 in ICT, Science and Religion","","","","context_content_data","","Perfect accuracy in information retrieval;Complete answers for all items","The student correctly answered all five items. Items (i), (ii), (iii), and (iv) match the key exactly. Item (v) correctly identifies the mark (6) and the associated subjects, fulfilling the requirement.","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","e22b772e2d33e1cd16bcd346265f4c06c8893db236d4ba72ac6cbe67827f137f","2026-09-17T04:27:51.437033+00:00"
"TABLE_009","SE_06_Q1","SE_06_Q1_0009","5","Table_Completion","5","gemma","ai_studio","0","4","0","0","0","4","4","0","0","0","4","4","False","None","Band 4","True","False","Item (i) is correct. Item (ii) is correct. Item (iii) is incorrect as it mixes marks for both the well-done and poorly-done subjects, contradicting the row's specific requirement for subjects he did well in. Item (iv) is correct. Item (v) is correct. Total: 1+1+0+1+1 = 4.","Not applicable for item-scored questions.","Not applicable for item-scored questions.","Not applicable for item-scored questions.","a) (i) six; b) (ii) Bangla, English, Mathematics; c) (iii) 8 in Banla, 9 in English, 10 in mathematics, 6 in ICT, Science and Religion; d) (iv) ICT, scince and religion.; e) (v) 6 in ICT, Scince and Religion","","","","context_content_data","Information contamination (mixing data from different categories in item iii)","Accurate identification of subject lists;Correct extraction of numerical data for most items","The student correctly answered four out of five items. Items (i), (ii), (iv), and (v) are marked correct. Item (iii) is marked incorrect because the student included marks for ICT, Science, and Religion, which does not fit the requested category of subjects Raju 'did well in'.","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","cce49b2d3c33cc454bdcde6477342e7200d0eb37aa90bbf86ecee499b81ad0af","2026-09-17T04:39:55.685195+00:00"
"TABLE_010","SE_06_Q1","SE_06_Q1_0010","5","Table_Completion","5","gemma","ai_studio","0","3","0","0","0","3","3","0","0","0","3","3","False","None","Band 3","True","False","Item-scored evaluation: (i) correct; (ii) correct; (iii) incorrect (provided 'And 6' instead of marks for strong subjects); (iv) incorrect (incorrectly identified 'Art' instead of 'ICT'); (v) correct. Total: 3 marks.","Criterion is always 0 for item-scored tasks.","Criterion is always 0 for item-scored tasks.","Criterion is always 0 for item-scored tasks.","a) Six b) Bangla, English and mathematics e) 6","","","","context_content_data","Inaccurate data retrieval (Item c);Incorrect subject identification (Item d)","Correctly identified the grade level;Correctly listed the subjects of strength;Correctly identified the marks for weak subjects","The candidate correctly answered items a, b, and e. Item c was incorrect as it did not provide the marks for the strong subjects. Item d was incorrect because it included 'Art', which is not mentioned in the passage, instead of 'ICT'. Total score: 3/5.","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","1c2269a22e798546580fc4f00d9d841488b1bee0120d69fdd46e0a7bf8f31f8b","2026-09-17T05:08:00.393815+00:00"
"TABLE_011","SE_06_Q1","SE_06_Q1_0011","5","Table_Completion","5","gemma","ai_studio","0","5","0","0","0","5","5","0","0","0","5","5","False","None","Band 4","True","False","All five items are correct. (i) 'class 6' is correct. (ii) All three good subjects listed. (iii) Marks 8, 9, 10 correctly identified. (iv) All three weak subjects listed. (v) Mark 6 correctly identified.","Not applicable for item-scored questions.","Not applicable for item-scored questions.","Not applicable for item-scored questions.","i) class 6 ii) Bangla, English and Mathematics iii) 8, 9, 10 iv) ICT, Science and Religion v) 6","","","","context_content_data","","Perfect data retrieval from the text;Concise and accurate responses","The student answered all five items correctly: (i) correct, (ii) correct, (iii) correct, (iv) correct, and (v) correct.","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","18e5233c42e9fafcfad345b4daf2cb1c4ab3f0999c927dc7b2bd843ccca86ead","2026-09-17T04:39:32.541433+00:00"
"TABLE_012","SE_06_Q1","SE_06_Q1_0012","5","Table_Completion","5","gemma","ai_studio","0","5","0","0","0","5","5","0","0","0","5","5","False","None","Band 4","True","False","All five items are correct. (i) identified as 6, (ii) listed all three good subjects, (iii) listed all three marks, (iv) listed all three poor subjects, and (v) correctly identified the marks for weak subjects.","Item-scored question; structural criteria are not assessed separately.","Item-scored question; mechanical errors do not affect the mark provided the content is correct.","Item-scored question; lifting from the text is encouraged/correct for table completion.","is 6. / are Bangla, English, Mathematics. / are 8, 9, 10. / are ICT, Science, Religion. / 6 only in each.","","","","context_content_data","","Precise extraction of data from the passage;Complete answers for all required items","The student answered all five items correctly: (i) Class 6, (ii) Bangla, English, Mathematics, (iii) 8, 9, 10, (iv) ICT, Science, Religion, and (v) 6 marks in each.","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","97be30cb1b9fbb08647031a4341ec44fcb5fb47cf6d1c9d9fca61c673eec7b8c","2026-09-17T04:46:32.096249+00:00"
"TABLE_013","SE_06_Q1","SE_06_Q1_0013","5","Table_Completion","5","gemma","ai_studio","0","4","0","0","0","4","4","0","0","0","4","4","False","None","Band 4","True","False","Item-scored calculation: (i) correct: 'six'; (ii) incorrect: 'English and Mathematics' (missing Bangla, and the rubric specifies that naming only some items does not earn the mark); (iii) correct: 'Bangla 8, English 9, Mathematics 10'; (iv) correct: 'ICT, Science, Religion'; (v) correct: '6 marks each'. Total = 4/5.","Criterion is fixed at 0 for item-scored questions.","Criterion is fixed at 0 for item-scored questions; spelling errors in labels do not affect item marks.","Criterion is fixed at 0 for item-scored questions; verbatim lifting is permitted for table completion.","(i) six... (iii) Bangla 8, English 9, Mathematics 10... (iv) ICT, Science, Religion... (v) 6 marks each.","","","","context_content_data","Incomplete listing of subjects in item (ii)","Accurate recovery of specific numerical data from text;Correct identification of weak subjects","Items (i), (iii), (iv), and (v) were marked correct. Item (ii) was marked wrong because the candidate failed to mention 'Bangla', providing only a partial list of the subjects the student did well in.","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","353606d59887b85b6caf65d909dcd4269615e0318c108d4d1fad2acabf068005","2026-09-17T04:54:25.832701+00:00"
"TABLE_014","SE_06_Q1","SE_06_Q1_0014","5","Table_Completion","5","gemma","ai_studio","0","4","0","0","0","4","4","0","0","0","4","4","False","None","Band 4","True","False","Item (i) is incorrect as '5%' does not match 'Class six'. Items (ii), (iii), (iv), and (v) are correct as they accurately reflect the information in the passage.","Item-scored question; this criterion is always 0.","Item-scored question; this criterion is always 0.","Item-scored question; this criterion is always 0.","b. Bangla, English, Mathmatices, out of c. 8, 9, 10, 10 Marks d. ICT, science and religion e. getting only 6 marks in each.","","","","context_content_data","Factual inaccuracy in item (i)","Accurate extraction of subject names and marks for remaining items","Item (i) was marked wrong ('5%' is incorrect). Items (ii), (iii), (iv), and (v) were marked right. Total: 4/5.","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","e9042116744da02dae82b032ce983d84c5b171062efab7cf82505f0ba553575d","2026-09-17T04:52:21.778336+00:00"
"TABLE_015","SE_06_Q1","SE_06_Q1_0015","5","Table_Completion","5","gemma","ai_studio","0","5","0","0","0","5","5","0","0","0","5","5","False","None","Band 4","True","False","All five items are answered correctly. (i) correctly identifies class six; (ii) lists all three correct subjects; (iii) lists the correct marks corresponding to those subjects; (iv) lists all three weak subjects; (v) identifies the correct marks for the weak subjects. Minor spelling slips in 'Mathmetics' and 'Scin ce' do not cost marks as the content is unambiguously correct.","This is an item-scored question; structural marks are not applicable.","This is an item-scored question; linguistic mechanics are only considered if they impede content recovery.","This is an item-scored question; copying from the text is encouraged for table completion.","i) class six ii) Bangla, English, and Mathmetics iii) 8, 9, 10. iv) ICT, Scin ce and Religion. v) only 6 mark.","","","","context_content_data","Minor spelling/typographical errors (e.g., 'Mathmetics', 'Scin ce')","Perfect accuracy in data retrieval;Complete response for all required items","The student successfully extracted all required information from the text. All five items are marked right: i (Correct), ii (Correct), iii (Correct), iv (Correct), v (Correct).","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","3f8d64e8313d9c5982c292d16f163ee400b3c74ab85d977a68e712e441c251d7","2026-09-17T04:59:54.656947+00:00"
"TABLE_016","SE_06_Q1","SE_06_Q1_0016","5","Table_Completion","5","gemma","ai_studio","0","3","0","0","0","3","3","0","0","0","3","3","False","None","Band 3","True","False","Item (i) is correct. Item (ii) is incorrect (lists weak subjects instead of strong ones). Item (iii) is correct. Item (iv) is correct. Item (v) is incorrect (irrelevant text provided). Total: 1+0+1+1+0 = 3.","Not applicable for item-scored questions.","Not applicable for item-scored questions.","Not applicable for item-scored questions.","class six. ... He got 8 in Bangla 9 in English and 10 in Mathe maties out of 10. ... I c T , science and Religion.","","","","context_content_data","Information mismatch (swapped subjects for ii and iv);Irrelevant content in final item","Accurate extraction of class and specific marks","The student correctly answered items (i), (iii), and (iv). Item (ii) is marked wrong as it lists the subjects the student did poorly in rather than those they did well in. Item (v) is marked wrong as the response is irrelevant to the required marks.","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","9be70a8d533ece6f40274e64829c8f0a8df5efa3ae50e5db9deb8e0986e1b877","2026-09-17T05:28:32.720976+00:00"
"TABLE_017","SE_06_Q1","SE_06_Q1_0017","5","Table_Completion","5","gemma","ai_studio","0","5","0","0","0","5","5","0","0","0","5","5","False","None","Band 4","True","False","All five items are correct based on the answer key: (i) identifies class 6, (ii) lists the three subjects he did well in, (iii) lists the marks for those subjects, (iv) lists the three subjects he did poorly in, and (v) identifies the marks for the weak subjects.","This is an item-scored question; structural criteria are not applicable.","This is an item-scored question; linguistic mechanics are not scored separately.","This is an item-scored question; originality is not applicable as lifting from the text is correct.","class 6; Bangla, English, Mathematics; 8, 9, 10 marks; ICT, Science, Religion; marks 6 in each","","","","context_content_data","","Perfect accuracy in data retrieval;Concise and clear responses","The candidate answered all five items correctly. Item (i) is correct; Item (ii) is correct; Item (iii) is correct; Item (iv) is correct; Item (v) is correct. Total score: 5/5.","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","6a643649a4c32053030552cf93926d902e609bff8b4a2cd3a3b2ba378b51b02d","2026-09-17T05:02:32.436116+00:00"
"TABLE_018","SE_06_Q1","SE_06_Q1_0018","5","Table_Completion","5","gemma","ai_studio","0","4","0","0","0","4","4","0","0","0","4","4","False","None","Band 4","True","False","The candidate provided two sets of answers. Evaluating the more complete second set: (i) is correct ('class 6'); (ii) is correct ('Bangla, English, mat'); (iii) is incorrect as the mark for English is listed as 7 instead of 9; (iv) is correct ('I c T, science and Religion'); (v) is correct ('6 marks'). Total: 4/5.","This is an item-scored question; structural criteria are not applicable.","This is an item-scored question; linguistic mechanics are not scored separately.","This is an item-scored question; originality is not applicable and verbatim lifting is encouraged.","i) Raju reads in class 6. ii) He did well in Bangla, English, mat iv) Subjects he did poorly in I c T, science and Religion. v) he got 6 marks in I c T, Science and Religion.","","","","context_content_data","Factual inaccuracy in marks (item iii)","Accurate identification of subjects and class;Correct retrieval of marks for weak subjects","The student attempted the question twice. Based on the second, more complete attempt: items (i), (ii), (iv), and (v) are correct. Item (iii) is marked wrong because the student wrote '7 in English' instead of the '9' specified in the text.","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","a2fe2bb49fdf440dc96a6cae91d928a5c32d7b839718ab4d80caac58a9741de2","2026-09-17T05:08:28.851026+00:00"
"TABLE_019","SE_06_Q1","SE_06_Q1_0019","5","Table_Completion","5","gemma","ai_studio","0","4","0","0","0","4","4","0","0","0","4","4","False","None","Band 4","True","False","Items i, ii, iii, and iv are correctly answered based on the passage. Item v is incorrect as the student provided the marks for the strong subjects (8, 9, 10) instead of the weak subjects (6 marks each).","Item-scored question; criteria fixed at 0.","Item-scored question; criteria fixed at 0.","Item-scored question; criteria fixed at 0.","(a) i. Six. (b) ii. Bangla, English, Mathematics. (c) iii. 8 in Bangla, 9 in English, 10 out of 10 in Mathematics (d) iv. ICT, science and religion. (e) v. 8, 9, 10","","","","context_content_data","Factually incorrect data for item v","Accurate retrieval of information for four out of five items;Correct identification of subjects and marks","The student performed well, correctly answering items i, ii, iii, and iv. However, item v is marked wrong because the student provided the marks for the subjects Raju did well in, rather than the marks for the subjects he did poorly in. Total score: 4/5.","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","06c846a8d96e09562e644194a9e455f98c135a8856210e169f3c49716de075eb","2026-09-17T05:20:10.018816+00:00"
"TABLE_020","SE_06_Q1","SE_06_Q1_0020","5","Table_Completion","5","gemma","ai_studio","0","5","0","0","0","5","5","0","0","0","5","5","False","None","Band 4","True","False","All five items are answered correctly based on the key. Item (a) identifies 'class six'; (b) identifies all three subjects; (c) provides the correct marks (8, 9, 10) for those subjects despite including extraneous data from subsequent rows; (d) identifies all three weak subjects; (e) identifies the correct mark '6 marks in each'.","Criterion is fixed at 0 for item-scored questions.","Criterion is fixed at 0 for item-scored questions.","Criterion is fixed at 0 for item-scored questions.","(a) class six. (b) Bangla, English and Mathematics (c) 8 in Bangla, 9 in English, 10 in Mathematics... (d) Ict, science and Religion (e) ... 6 marks in each.","","","","context_content_data","","Accurate retrieval of all required data points;Full completion of the task","The student correctly answered all five items. Items (a), (b), and (d) are exactly correct. Items (c) and (e) are marked correct because they contain the required information, although the student included redundant text from the passage in these responses.","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","2ee4202b66fdd04d23a11f15c4529bae37904e4d43287b82a4165350cc8e11f3","2026-09-17T05:19:17.990606+00:00"
"TABLE_021","SE_06_Q1","SE_06_Q1_0021","5","Table_Completion","5","gemma","ai_studio","0","3","0","0","0","3","3","0","0","0","3","3","False","None","Band 3","True","False","Items (i), (ii), and (iii) are correct. Item (iv) is incorrect because it omits 'Religion', and the rubric states that naming only some of the required items does not earn the mark. Item (v) is incorrect because it lists the subjects instead of the marks (6) requested by the prompt.","Not applicable for item-scored questions.","Not applicable for item-scored questions.","Not applicable for item-scored questions.","(i) Raju reads in class six. (ii) He dd well in Batngla, English, and mathematics subject. (iii) He got in those subject 8, 9, and 10","","","","context_content_data","Incomplete information (missing one subject in item iv);Incorrect data category (provided subjects instead of marks in item v)","Correctly identified class;Correctly identified strong subjects and corresponding marks","The candidate scored 3 out of 5. Item (i) is correct. Item (ii) is correct (spelling errors ignored). Item (iii) is correct. Item (iv) is marked wrong as 'Religion' was omitted. Item (v) is marked wrong as the candidate listed subjects instead of the marks.","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","112618f54aed112cfa38a8c821b528d0ef19ac001c093d84b401285b5c6013fc","2026-09-17T05:36:23.232978+00:00"
"TABLE_022","SE_06_Q1","SE_06_Q1_0022","5","Table_Completion","5","gemma","ai_studio","0","2","0","0","0","2","2","0","0","0","2","2","False","None","Band 2","True","False","Item (a) is correct (Class six). Item (d) is correct (ICT, Science, and Religion). Item (b) is incoherent and does not list the subjects. Item (c) provides marks for weak subjects instead of the strong ones. Item (e) lists subjects instead of the marks.","This is an item-scored question; structural marks are not applicable.","This is an item-scored question; mechanical marks are not applicable.","This is an item-scored question; originality marks are not applicable.","Raju reads in class six. ... Subject he did poorly in ICT, Science, and religion, .","","","","context_content_data","Information mismatch (placing answers in the wrong row);Failure to identify the specific data requested (subjects vs marks)","Correctly identified the class level;Correctly identified the subjects of poor performance","Items (a) and (d) are marked correct. Items (b), (c), and (e) are marked wrong because they either contain incoherent phrasing or provide the wrong category of information (e.g., listing subjects where marks were requested).","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","c5046e37e7f4607b1516d221770269222cc3d1c03e146c6d4504e6ec63a3fdc3","2026-09-17T05:32:23.791402+00:00"
"TF_001","SE_06_Q1","SE_06_Q1_0001","6","True_False","5","gemma","ai_studio","0","4","0","0","0","4","4","0","0","0","4","4","False","None","Band 4","True","False","Item (a) is illegible and cannot be awarded. Item (b) is correct (False + correct mark). Item (c) is correct (True). Item (d) is correct (False + indicates working on the subjects). Item (e) is correct (False + correct father's advice). Total: 4/5.","Fixed at 0 for item-scored questions.","Fixed at 0 for item-scored questions; mechanics are only evaluated for correctness of the item.","Fixed at 0 for item-scored questions.","b. Flase = He got 10 marks out of 10 in Mathematics
c. True
d. Flase = Raju plans to work all those next time.
e. Flase = His fathen told  him not to lose hope.","","","","","Spelling errors (e.g., 'Flase', 'fathen')","Accurate identification of True/False status;Correct factual recovery for corrections","The student correctly answered items b, c, d, and e. Item (a) was transcribed as [illegible] and therefore could not be marked as correct. Spelling errors in 'False' and 'father' were ignored per the marking guidelines for item-scored questions.","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","7a56ab9b74d6fe4c29767cf537af1552245424f870c0cf0738cd55b6f96128be","2026-09-17T04:03:39.013360+00:00"
"TF_002","SE_06_Q1","SE_06_Q1_0002","6","True_False","5","gemma","ai_studio","0","5","0","0","0","5","5","0","0","0","5","5","False","None","Band 4","True","False","All five items are correct. Item a: correct verdict and correction. Item b: correct verdict and correction. Item c: correct verdict. Item d: correct verdict and correction. Item e: correct verdict and correction.","This is an item-scored question; structural marks are not awarded.","This is an item-scored question; mechanics are only considered as part of whether an item is correct. Spelling errors (e.g., 'mathmatices') do not cost marks if the answer is correct.","This is an item-scored question; originality marks are not awarded.","a. False. correct = Rajer thinks he can improve his weak subject. b. False correct = He got 10 marks out of 10 in mathmatices. c. True d. False. correct = Raju plans to work harder next time. e. False. correct = His father told him not to lose hope for low marks.","","","","context_content_data","","Perfect accuracy in both truth-value identification and factual correction","The student answered all items correctly. Items a, b, d, and e were correctly identified as False and accompanied by accurate corrections. Item c was correctly identified as True.","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","91f861ea6a6851fe9562b70a6987ddec8a49cb47b9afbc70764d818f80df5f30","2026-09-17T04:19:15.691482+00:00"
"TF_003","SE_06_Q1","SE_06_Q1_0003","6","True_False","5","gemma","ai_studio","0","5","0","0","0","5","5","0","0","0","5","5","False","None","Band 4","True","False","All five items are correct. Item (a) correctly identifies 'False' and provides the correct fact about improvement. Item (b) correctly identifies 'False' and provides the correct Math score. Item (c) is correctly identified as 'True'. Item (d) correctly identifies 'False' and states the intent to work harder. Item (e) correctly identifies 'False' and notes the father's motivation/encouragement.","This is an item-scored question; structural markers are not assessed separately.","This is an item-scored question; linguistic mechanics are not assessed separately unless they obscure the answer's meaning.","This is an item-scored question; originality is not assessed.","a) False... He thinks that he can improve himself one day. b) False... He got 10 out of 10 in Mathematics c) True d) False... He plans to work harden next time. e) False... His father motivated him for his low marks.","","","","context_content_data","","Perfect accuracy in both truth-value identification and correction","The student achieved full marks. Item (a) is correct; Item (b) is correct; Item (c) is correct; Item (d) is correct (spelling 'harden' does not cost the mark as the intent and fact are clear); Item (e) is correct.","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","8f448fc1296a0f29aa166f80cd7c931061bbcccb6710e7cf7a6280c68cca1ddb","2026-09-17T04:07:26.874927+00:00"
"TF_004","SE_06_Q1","SE_06_Q1_0004","6","True_False","5","gemma","ai_studio","0","0","0","0","0","0","0","0","0","0","0","0","False","None","Band 0","True","False","The candidate provided text that is entirely unrelated to the prompt. None of the items (a, b, c, d, or e) were answered. Therefore, no marks are awarded for any item.","This is an item-scored question; this criterion is always 0.","This is an item-scored question; this criterion is always 0.","This is an item-scored question; this criterion is always 0.","","","","","","Task misalignment (candidate wrote unrelated text instead of answering the True/False questions)","The written text, while irrelevant, is grammatically intelligible.","The candidate failed to attempt the requested task. Items a, b, c, d, and e were all left unanswered, as the candidate instead provided a short narrative about their morning routine. Total score: 0/5.","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","b9884f1000a21de714f2bd46dedb9304d20d39d7f730cd910cefd6d327ee22ca","2026-09-17T04:08:19.126104+00:00"
"TF_005","SE_06_Q1","SE_06_Q1_0005","6","True_False","5","gemma","ai_studio","0","4","0","0","0","4","4","0","0","0","4","4","False","None","Band 4","True","False","Item a: Correct verdict and correction. Item b: Correct verdict, but correction (40/40) is factually wrong according to the text (10/10). Item c: Correct verdict. Item d: Correct verdict and correction. Item e: Correct verdict and correction.","Not applicable for item-scored questions.","Not applicable for item-scored questions.","Not applicable for item-scored questions.","a. False. Raju thinks he improve his weak subjects. b. False. He got 40 marks out of 40 in mathematics. c. True. d. false, Raju plans to give more time to those subjects. e. false. His father told him not to lose hope for low marks.","","","","context_content_data","Factual inaccuracy in correction for item b","Consistent accuracy in True/False identification;Correct factual corrections for the majority of items","Items a, c, d, and e are correct. Item b is incorrect because the correction provided ('40 marks out of 40') does not match the text, which states he got 10 out of 10.","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","e085d66c3320d7f3f813951fe0eb1ad51509db8cb1ac74cef7531a214ccd3e38","2026-09-17T05:06:35.747076+00:00"
"TF_006","SE_06_Q1","SE_06_Q1_0006","6","True_False","5","gemma","ai_studio","0","5","0","0","0","5","5","0","0","0","5","5","False","None","Band 4","True","False","All five items are marked correctly. (a) False with correct correction [1]; (b) False with correct correction [1]; (c) True [1]; (d) False with correct correction [1]; (e) False with correct correction [1]. Total = 5.","Criterion not applicable for item-scored questions.","Criterion not applicable for item-scored questions.","Criterion not applicable for item-scored questions.","a) False. = He can improve all his subjects, b) False. = He got 10 markers out of 10 in Mathematics, c) True d) False. = Raju plans to work harden next time. e) False. = His father told him to not lose hope.","","","","context_content_data","","Perfect accuracy in both verdict and factual correction","The student answered all items correctly. Items a, b, d, and e were correctly identified as False and provided with accurate factual corrections. Item c was correctly identified as True.","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","1c55ff9bd3bbb7ab3634c0ecc9337750be3c28f6457b75c7b53f1b9eec90bfcc","2026-09-17T04:22:29.594413+00:00"
"TF_007","SE_06_Q1","SE_06_Q1_0007","6","True_False","5","gemma","ai_studio","0","5","0","0","0","5","5","0","0","0","5","5","False","None","Band 4","True","False","All five items were answered correctly. Items a, b, d, and e correctly identified as False with accurate corrections based on the passage; item c correctly identified as True. Minor spelling errors ('handelen' for harder, 'bathen' for father) do not penalize the score as the factual content is recoverable.","Not applicable for item-scored questions.","Not applicable for item-scored questions.","Not applicable for item-scored questions.","a. False. Raju thinks he can improve his weak subject. b. False. Raju got 10 out of 10 in Mathematics. c. True. d. False. Raju plans to work handelen in next time. e. False. His bathen told him not to lose hope.","","","","context_content_data","Minor spelling slips (handelen, bathen)","Perfect accuracy in identifying True/False verdicts;Correct factual corrections for all False statements","The candidate answered all items correctly. Item (a) is correct; item (b) is correct; item (c) is correct; item (d) is correct (intent clearly recoverable); item (e) is correct (intent clearly recoverable). Total score: 5/5.","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","cc100dc299ecaa153d2e3995d05db4d7a287c8f0b3de2de59e72c033dcfcf9a4","2026-09-17T05:41:55.807625+00:00"
"TF_008","SE_06_Q1","SE_06_Q1_0008","6","True_False","5","gemma","ai_studio","0","5","0","0","0","5","5","0","0","0","5","5","False","None","Band 4","True","False","All five items were answered correctly. a: Correct verdict 'False' with correction; b: Correct verdict 'False' with correction; c: Correct verdict 'True'; d: Correct verdict 'False' with correction; e: Correct verdict 'False' with correction.","As an item-scored task, this criterion is fixed at 0.","As an item-scored task, this criterion is fixed at 0.","As an item-scored task, this criterion is fixed at 0.","a. False; Raju believes that he can improve all his subjects
b. False; Raju got 10 out of 10 in Mathematics.
c. True
d. False; Raju plans to work harder next time
e. False; His Father told him to not lose hope","","","","","","Perfect accuracy in identifying True/False statements;Consistent and accurate provision of corrections for False items","The candidate answered all five items correctly. Items a, b, d, and e were correctly identified as 'False' and accompanied by accurate corrections. Item c was correctly identified as 'True'. Total score: 5/5.","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","1d582ab8379891ae27d2839c291738c18d3bb438b209eaf523f4a949f7397c6b","2026-09-17T04:32:32.155215+00:00"
"TF_009","SE_06_Q1","SE_06_Q1_0009","6","True_False","5","gemma","ai_studio","0","4","0","0","0","4","4","0","0","0","4","4","False","None","Band 4","True","False","Items a, b, c, and d are correct. Item a, b, and d include correct corrections for the False verdict. Item c is correctly marked True. Item e is marked False but the correction 'told him to lose hope' is the opposite of the fact in the passage, thus scoring 0.","Criterion not applicable for item-scored questions.","Criterion not applicable for item-scored questions.","Criterion not applicable for item-scored questions.","a) False. Raja thinks he can improve his weak subjects. b) False. He got 10 out of 10 in Mathematics c) True. d) False. Raja plans to work harde next time.","","","","context_content_data","Factually incorrect correction in item e (omitted 'not' from 'not to lose hope')","Consistent accuracy in identifying True/False status;Ability to provide correct corrections for most items","Item a: Correct (False + correct correction). Item b: Correct (False + correct correction). Item c: Correct (True). Item d: Correct (False + correct correction). Item e: Incorrect (The student provided a 'False' verdict but the correction 'told him to lose hope' contradicts the passage; thus, 0 marks).","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","303194d49f1525f4c8593f1a64054c0801adf4c46ddcb0294243d2d452cdf524","2026-09-17T04:33:00.075167+00:00"
