"task_id","exam_set","script_id","question_no","question_type","max_mark","model","provider","n_runs","mean_total_score","total_score_min","total_score_max","total_score_range","total_score_std","mean_context_content_data","mean_structure_format_brevity","mean_language_mechanics","mean_originality_comparisons_paraphrase","mean_raw_total","performance_band_of_mean","cap_applied_rate","cap_reason_modal","is_attempted","synthesised","evidence_not_found_rate","model_version","thinking_level","rubric_hash","prompt_hash"
"REARR_004","SE_06_Q1","SE_06_Q1_0004","9","Rearrange","8","gemma","","1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","Band 0","0.0","None","False","True","0.0","","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","0ee7f102c2adbcd64ec0ca8b00c5436a25eed8d8e00c042952b93bc4447e29fb"
"REARR_005","SE_06_Q1","SE_06_Q1_0005","9","Rearrange","8","gemma","ai_studio","1","8.0","8.0","8.0","0.0","0.0","8.0","0.0","0.0","0.0","8.0","Band 4","0.0","None","True","False","0.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","d236e443b3c5d0e6d21d2286534c9295e66e938b3ede5fc6099d4e5c5a8019bb"
"REARR_006","SE_06_Q1","SE_06_Q1_0006","9","Rearrange","8","gemma","ai_studio","1","8.0","8.0","8.0","0.0","0.0","8.0","0.0","0.0","0.0","8.0","Band 4","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","d236e443b3c5d0e6d21d2286534c9295e66e938b3ede5fc6099d4e5c5a8019bb"
"REARR_007","SE_06_Q1","SE_06_Q1_0007","9","Rearrange","8","gemma","ai_studio","1","6.0","6.0","6.0","0.0","0.0","6.0","0.0","0.0","0.0","6.0","Band 3","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","f8675936686e7412aa55582075e7bbc1ca4e80c8f15a881a383638f77ef6d3cc"
"REARR_008","SE_06_Q1","SE_06_Q1_0008","9","Rearrange","8","gemma","ai_studio","1","8.0","8.0","8.0","0.0","0.0","8.0","0.0","0.0","0.0","8.0","Band 4","0.0","None","True","False","0.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","d236e443b3c5d0e6d21d2286534c9295e66e938b3ede5fc6099d4e5c5a8019bb"
"REARR_009","SE_06_Q1","SE_06_Q1_0009","9","Rearrange","8","gemma","ai_studio","1","8.0","8.0","8.0","0.0","0.0","8.0","0.0","0.0","0.0","8.0","Band 4","0.0","None","True","False","0.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","3c65c021b753e5f119aef97054fe479a18fc6ee98a1adb769210714ad5ea12b4"
"REARR_010","SE_06_Q1","SE_06_Q1_0010","9","Rearrange","8","gemma","ai_studio","1","4.0","4.0","4.0","0.0","0.0","4.0","0.0","0.0","0.0","4.0","Band 2","0.0","None","True","False","0.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","e648357c586a849738221481bca406e90a07077ac5b46811e5ef841243e109d8"
"REARR_011","SE_06_Q1","SE_06_Q1_0011","9","Rearrange","8","gemma","ai_studio","1","1.0","1.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0","1.0","Band 1","0.0","None","True","False","0.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","af8105ff286ba1fb02918e63aa9491707a40cd9e66dfd58d1808970aa7e89a28"
"REARR_012","SE_06_Q1","SE_06_Q1_0012","9","Rearrange","8","gemma","ai_studio","1","5.0","5.0","5.0","0.0","0.0","5.0","0.0","0.0","0.0","5.0","Band 3","0.0","None","True","False","0.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","c0c97ce4663504fbb5f74a5570f203ea8053da01ad16c852e103dd4d24af601b"
"REARR_013","SE_06_Q1","SE_06_Q1_0013","9","Rearrange","8","gemma","ai_studio","1","2.0","2.0","2.0","0.0","0.0","2.0","0.0","0.0","0.0","2.0","Band 1","0.0","None","True","False","0.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","5cd0123beecd60f7a6ecc5f96ad773b78555818775dd4695a06da1f323400a07"
"REARR_014","SE_06_Q1","SE_06_Q1_0014","9","Rearrange","8","gemma","ai_studio","1","7.0","7.0","7.0","0.0","0.0","7.0","0.0","0.0","0.0","7.0","Band 4","0.0","None","True","False","0.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","3cb83a1c2f48a9cb1b3df44a8d5e06fdca0dba5f1eee7b8724221048550ff815"
"REARR_015","SE_06_Q1","SE_06_Q1_0015","9","Rearrange","8","gemma","ai_studio","1","4.0","4.0","4.0","0.0","0.0","4.0","0.0","0.0","0.0","4.0","Band 2","0.0","None","True","False","0.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","55ea4dae9247973ca2ae89abcde6651e875bf55a54977823fc4c960dab5c66ee"
"REARR_016","SE_06_Q1","SE_06_Q1_0016","9","Rearrange","8","gemma","ai_studio","1","7.0","7.0","7.0","0.0","0.0","7.0","0.0","0.0","0.0","7.0","Band 4","0.0","None","True","False","0.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","095fe3fc5ebde352070fe8ebbb4b0d9ff09cdd16205f92e2a1887f86d9ee05cd"
"REARR_017","SE_06_Q1","SE_06_Q1_0017","9","Rearrange","8","gemma","ai_studio","1","8.0","8.0","8.0","0.0","0.0","8.0","0.0","0.0","0.0","8.0","Band 4","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","d236e443b3c5d0e6d21d2286534c9295e66e938b3ede5fc6099d4e5c5a8019bb"
"REARR_018","SE_06_Q1","SE_06_Q1_0018","9","Rearrange","8","gemma","ai_studio","1","2.0","2.0","2.0","0.0","0.0","2.0","0.0","0.0","0.0","2.0","Band 1","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","33fc475d8366b6791dc932afd2178cac6a9021d912d9cf8b99a0c42effc4c225"
"REARR_019","SE_06_Q1","SE_06_Q1_0019","9","Rearrange","8","gemma","ai_studio","1","2.0","2.0","2.0","0.0","0.0","2.0","0.0","0.0","0.0","2.0","Band 1","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","f3927868cbb1e6f423f2965dde8005528d2731a21e516cdc53617124275ed8bb"
"REARR_020","SE_06_Q1","SE_06_Q1_0020","9","Rearrange","8","gemma","ai_studio","1","8.0","8.0","8.0","0.0","0.0","8.0","0.0","0.0","0.0","8.0","Band 4","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","860d908c57cba024069c3f7c460ac1830689c5a258839a92fbdbdd3b14b95ce2"
"REARR_021","SE_06_Q1","SE_06_Q1_0021","9","Rearrange","8","gemma","ai_studio","1","8.0","8.0","8.0","0.0","0.0","8.0","0.0","0.0","0.0","8.0","Band 4","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","d236e443b3c5d0e6d21d2286534c9295e66e938b3ede5fc6099d4e5c5a8019bb"
"REARR_022","SE_06_Q1","SE_06_Q1_0022","9","Rearrange","8","gemma","ai_studio","1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","Band 0","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","aae46f3f77aa03d9bb964ee0bb572e78342197ce59b4b712001a6512e3332fb7"
"SHORT_001","SE_06_Q1","SE_06_Q1_0001","2","Short_Answer","5","gemma","ai_studio","1","3.0","3.0","3.0","0.0","0.0","3.0","0.0","0.0","0.0","3.0","Band 3","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","05aac7cfb136a412948d9fbfa1d256cc9baf45bf7146343c39f5ecfbd3edbed8"
"SHORT_002","SE_06_Q1","SE_06_Q1_0002","2","Short_Answer","5","gemma","ai_studio","1","2.0","2.0","2.0","0.0","0.0","2.0","0.0","0.0","0.0","2.0","Band 2","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","e9c1040beb4d30fd0a3b2ec1539594b53436203d068af5b062a8b061eb3cf4df"
"SHORT_003","SE_06_Q1","SE_06_Q1_0003","2","Short_Answer","5","gemma","ai_studio","1","3.0","3.0","3.0","0.0","0.0","3.0","0.0","0.0","0.0","3.0","Band 3","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","ede82ddab7c4015640318523e5dcb44482143c09933b9c48bc035630b12fd960"
"SHORT_004","SE_06_Q1","SE_06_Q1_0004","2","Short_Answer","5","gemma","ai_studio","1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","Band 0","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","b5f76bd59db1a24c540012c59ba4639b4ece586bef210050993338aa9d5ebb51"
"SHORT_005","SE_06_Q1","SE_06_Q1_0005","2","Short_Answer","5","gemma","ai_studio","1","3.0","3.0","3.0","0.0","0.0","3.0","0.0","0.0","0.0","3.0","Band 3","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","2fbd3281a2dd6dc4dba9322d914993d7947be23edeaf8a883e10c6b2da5ca117"
"SHORT_006","SE_06_Q1","SE_06_Q1_0006","2","Short_Answer","5","gemma","ai_studio","1","5.0","5.0","5.0","0.0","0.0","5.0","0.0","0.0","0.0","5.0","Band 4","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","cd7247bc39f68f109a4e2ddf5c27327b6a9993b70db9471258181a361b39820b"
"SHORT_007","SE_06_Q1","SE_06_Q1_0007","2","Short_Answer","5","gemma","ai_studio","1","5.0","5.0","5.0","0.0","0.0","5.0","0.0","0.0","0.0","5.0","Band 4","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","518dee5b3158be63748eeb1599a580082f81a56e207518750bf7ad33f25bf5c0"
"SHORT_008","SE_06_Q1","SE_06_Q1_0008","2","Short_Answer","5","gemma","ai_studio","1","4.0","4.0","4.0","0.0","0.0","4.0","0.0","0.0","0.0","4.0","Band 4","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","2eadf9fffa5affaa77a2cbec46ca17d279b1802420d3700427a1a7885f840e15"
"SHORT_009","SE_06_Q1","SE_06_Q1_0009","2","Short_Answer","5","gemma","ai_studio","1","4.0","4.0","4.0","0.0","0.0","4.0","0.0","0.0","0.0","4.0","Band 4","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","f1a8779b5460942705953c158be3b646143e2873214ad80853fd1a6cc993da2a"
"SHORT_010","SE_06_Q1","SE_06_Q1_0010","2","Short_Answer","5","gemma","ai_studio","1","4.0","4.0","4.0","0.0","0.0","4.0","0.0","0.0","0.0","4.0","Band 4","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","b8c67650889ab3d686a769b6fe7c41bfa3e6e6318a69235b80037633df98aec5"
"SHORT_011","SE_06_Q1","SE_06_Q1_0011","2","Short_Answer","5","gemma","ai_studio","1","5.0","5.0","5.0","0.0","0.0","5.0","0.0","0.0","0.0","5.0","Band 4","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","1d9aa782f94d2996fada3dd8d5ebb8e89fd19acb2eedb5bb64b6e2f8112c05da"
"SHORT_012","SE_06_Q1","SE_06_Q1_0012","2","Short_Answer","5","gemma","ai_studio","1","1.0","1.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0","1.0","Band 1","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","d5c62df8b1c6804947602d10fdd8e68339d5a8b86ab68111fa6519919f0a37e8"
"SHORT_013","SE_06_Q1","SE_06_Q1_0013","2","Short_Answer","5","gemma","ai_studio","1","1.0","1.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0","1.0","Band 1","0.0","None","True","False","0.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","8706c118e87322d66e6e8a94c9f8ee0bfa830be1a04815e18ce3a966da9c9977"
"SHORT_014","SE_06_Q1","SE_06_Q1_0014","2","Short_Answer","5","gemma","ai_studio","1","3.0","3.0","3.0","0.0","0.0","3.0","0.0","0.0","0.0","3.0","Band 3","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","c4b9db730cd506b6154e699dc067da22a299b1a14492526e71d7323d230c44b9"
"SHORT_015","SE_06_Q1","SE_06_Q1_0015","2","Short_Answer","5","gemma","ai_studio","1","3.0","3.0","3.0","0.0","0.0","3.0","0.0","0.0","0.0","3.0","Band 3","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","f4b102a524f3f71576f6c6a32e9ca6f2ce378f8f74a98651445e0b7be3bd2b35"
"SHORT_016","SE_06_Q1","SE_06_Q1_0016","2","Short_Answer","5","gemma","ai_studio","1","2.0","2.0","2.0","0.0","0.0","2.0","0.0","0.0","0.0","2.0","Band 2","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","2501b16d25d35f94e0b7bf5376342b735345c0ae5146d8c1f91709d7e8bccd64"
"SHORT_017","SE_06_Q1","SE_06_Q1_0017","2","Short_Answer","5","gemma","ai_studio","1","3.0","3.0","3.0","0.0","0.0","3.0","0.0","0.0","0.0","3.0","Band 3","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","59c9c7e9cab4214727cd12f0a6c741ef314db8dacf0975560afeaea4cbf32e74"
"SHORT_018","SE_06_Q1","SE_06_Q1_0018","2","Short_Answer","5","gemma","ai_studio","1","1.0","1.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0","1.0","Band 1","0.0","None","True","False","0.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","621f600f15e4a8cb985116ff43af28e261758c3187efb020bf5949acfa0d799a"
"SHORT_019","SE_06_Q1","SE_06_Q1_0019","2","Short_Answer","5","gemma","ai_studio","1","3.0","3.0","3.0","0.0","0.0","3.0","0.0","0.0","0.0","3.0","Band 3","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","f8d8533fe796feb81964e519f4b0909e93649539c42ebc5887dafd1311a9f7de"
"SHORT_020","SE_06_Q1","SE_06_Q1_0020","2","Short_Answer","5","gemma","ai_studio","1","5.0","5.0","5.0","0.0","0.0","5.0","0.0","0.0","0.0","5.0","Band 4","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","955c6ae0ab976b5024f82dea58dfb873ecafb3fc7891abbadcb4cac859451a6e"
"SHORT_021","SE_06_Q1","SE_06_Q1_0021","2","Short_Answer","5","gemma","ai_studio","1","1.0","1.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0","1.0","Band 1","0.0","None","True","False","0.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","2d10ce4dba428d3e69b21e710ee45625896b436ee6d39029a5eb5c3020413b37"
"SHORT_022","SE_06_Q1","SE_06_Q1_0022","2","Short_Answer","5","gemma","ai_studio","1","3.0","3.0","3.0","0.0","0.0","3.0","0.0","0.0","0.0","3.0","Band 3","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","cea0451de6b0339343c196f2501f64319dae18e783b3b42cb9443efb842ae582"
"STORY_001","SE_06_Q1","SE_06_Q1_0001","11","Story","10","gemma","ai_studio","1","3.0","3.0","3.0","0.0","0.0","1.0","1.0","0.5","0.5","3.0","Band 1","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","743e64ce86f52202d1b5cf2eb3ee34f693e77c79dbb325816a858c04db0c97a1"
"STORY_002","SE_06_Q1","SE_06_Q1_0002","11","Story","10","gemma","ai_studio","1","7.0","7.0","7.0","0.0","0.0","3.0","2.0","1.0","1.0","7.0","Band 3","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","8840448ea0ef9f439b514be24e1fdf724798ae288b390a0f21a4cb08b6d7d813"
"STORY_003","SE_06_Q1","SE_06_Q1_0003","11","Story","10","gemma","ai_studio","1","7.0","7.0","7.0","0.0","0.0","3.0","2.0","1.0","1.0","7.0","Band 3","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","1287923bf266d42fefa16916d1e681295eeb4048cc790ec8d395ab40a44389e9"
"STORY_004","SE_06_Q1","SE_06_Q1_0004","11","Story","10","gemma","","1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","Band 0","0.0","None","False","True","0.0","","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","9ddfc5b37ae0cd208948b687f04b5afbc4a82c3fcadaa5befd1e06dabff52747"
"STORY_005","SE_06_Q1","SE_06_Q1_0005","11","Story","10","gemma","ai_studio","1","3.0","3.0","3.0","0.0","0.0","1.0","1.0","0.5","0.5","3.0","Band 1","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","74f31bcaeadfa961d49834399c16edea7799eecafd45727b214398648d37ef14"
"STORY_006","SE_06_Q1","SE_06_Q1_0006","11","Story","10","gemma","ai_studio","1","7.0","7.0","7.0","0.0","0.0","3.0","2.0","1.0","1.0","7.0","Band 3","0.0","None","True","False","0.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","1e15162c2c645636c55050cc44f15dec4ad7aeffab67669174bf1a1b1d2eb261"
"STORY_007","SE_06_Q1","SE_06_Q1_0007","11","Story","10","gemma","ai_studio","1","7.0","7.0","7.0","0.0","0.0","3.0","2.0","1.0","1.0","7.0","Band 3","0.0","None","True","False","0.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","2ceca9ee7864bd645e640832b10071255b304904c4a843e2a7ec6121c296a1f1"
"STORY_008","SE_06_Q1","SE_06_Q1_0008","11","Story","10","gemma","ai_studio","1","7.0","7.0","7.0","0.0","0.0","2.0","3.0","1.0","1.0","7.0","Band 3","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","999116883f0f110150aa70451752e22b86d1d20aad4cfd380bebceea59650591"
"STORY_009","SE_06_Q1","SE_06_Q1_0009","11","Story","10","gemma","ai_studio","1","4.5","4.5","4.5","0.0","0.0","2.0","1.0","0.5","1.0","4.5","Band 2","0.0","None","True","False","0.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","624754d98b9a000db274cbffb216b3f52c571147283cb62248ebe481539362db"
"STORY_010","SE_06_Q1","SE_06_Q1_0010","11","Story","10","gemma","ai_studio","1","5.0","5.0","5.0","0.0","0.0","2.0","1.0","1.0","1.0","5.0","Band 2","0.0","None","True","False","0.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","b98a2524a0b58bf8e55254b56c6143fa29003382fe28f0b7315f95955dd3075e"
"STORY_011","SE_06_Q1","SE_06_Q1_0011","11","Story","10","gemma","ai_studio","1","4.5","4.5","4.5","0.0","0.0","2.0","1.0","0.5","1.0","4.5","Band 2","0.0","None","True","False","0.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","cb30cfceb3c0be730f148effe220e25bdbcc59ecd64206d2edc6ff02b917adbd"
"STORY_012","SE_06_Q1","SE_06_Q1_0012","11","Story","10","gemma","ai_studio","1","5.0","5.0","5.0","0.0","0.0","2.0","1.0","1.0","1.0","5.0","Band 2","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","b98e25cf36fb4a14f44a334d8d7bb2cf40295d4fd6893fd52ec5132dd51aa76f"
"STORY_013","SE_06_Q1","SE_06_Q1_0013","11","Story","10","gemma","ai_studio","1","5.0","5.0","5.0","0.0","0.0","2.0","1.0","1.0","1.0","5.0","Band 2","0.0","None","True","False","0.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","0c2e32e596e0383650217c2b81e972059f43e86122841131dc935ec838e7793e"
"STORY_014","SE_06_Q1","SE_06_Q1_0014","11","Story","10","gemma","ai_studio","1","4.0","4.0","4.0","0.0","0.0","1.0","1.0","1.0","1.0","4.0","Band 2","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","edce8806d8a23b640c77644008c8a3376fb874954ff302a84b3faf1ceb87bce0"
"STORY_015","SE_06_Q1","SE_06_Q1_0015","11","Story","10","gemma","ai_studio","1","5.0","5.0","5.0","0.0","0.0","3.0","1.0","0.5","0.5","5.0","Band 2","0.0","None","True","False","0.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","9646fd5d9207ecc601cabe23e370cedf082a9211ab45382e53c22fcf0c71eda5"
"STORY_016","SE_06_Q1","SE_06_Q1_0016","11","Story","10","gemma","ai_studio","1","4.5","4.5","4.5","0.0","0.0","1.0","2.0","0.5","1.0","4.5","Band 2","0.0","None","True","False","0.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","c859133087b1c3d7b29c88d15b39896641ec4cf722f68878d34ba499330c67dd"
"STORY_017","SE_06_Q1","SE_06_Q1_0017","11","Story","10","gemma","ai_studio","1","7.0","7.0","7.0","0.0","0.0","3.0","2.0","1.0","1.0","7.0","Band 3","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","50c3d95d32de8b3af52399bca26cba17a3b60a98d2c45d75c690aee3c0a58d11"
"STORY_018","SE_06_Q1","SE_06_Q1_0018","11","Story","10","gemma","ai_studio","1","3.0","3.0","3.0","0.0","0.0","1.0","1.0","0.5","0.5","3.0","Band 1","0.0","None","True","False","0.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","b6f8caeb40ddf6a7285b7465bb3c0b4353e33aec91e583422c86de3027d238a9"
"STORY_019","SE_06_Q1","SE_06_Q1_0019","11","Story","10","gemma","ai_studio","1","3.0","3.0","3.0","0.0","0.0","1.0","1.0","0.5","0.5","3.0","Band 1","0.0","None","True","False","0.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","57bcfce8ad065c4ad798255608f4cb4403104708077db93bb25bb3e2dff92c0f"
"STORY_020","SE_06_Q1","SE_06_Q1_0020","11","Story","10","gemma","ai_studio","1","4.0","4.0","4.0","0.0","0.0","2.0","1.0","0.5","0.5","4.0","Band 2","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","cf08553f20d0306af337102632eab9fa185146507b4ff921f85a87579cb3d001"
"STORY_021","SE_06_Q1","SE_06_Q1_0021","11","Story","10","gemma","ai_studio","1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","Band 0","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","84a739291f518887b211a49958ebc18e23ec4f1ea482c92edd94ec10d1dc173a"
"STORY_022","SE_06_Q1","SE_06_Q1_0022","11","Story","10","gemma","ai_studio","1","4.5","4.5","4.5","0.0","0.0","2.0","1.0","0.5","1.0","4.5","Band 2","0.0","None","True","False","0.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","0187be7c61b10ded5e337dbdc60a24d4dfdaa4aaa3e730d09780ff68533054f1"
"SUMMARY_001","SE_06_Q1","SE_06_Q1_0001","7","Summary","5","gemma","ai_studio","1","3.0","3.0","3.0","0.0","0.0","1.5","1.0","0.0","0.5","3.0","Band 3","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","f76916be4dae448cac957f2b9dacd7565db2de91cc28cb952bf0f7690829f410"
"SUMMARY_002","SE_06_Q1","SE_06_Q1_0002","7","Summary","5","gemma","ai_studio","1","2.0","2.0","2.0","0.0","0.0","2.0","0.0","0.0","1.0","3.0","Band 2","1.0","Summary_Verbatim_Length","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","6b36e7202e0e04a5ece159549dec9aecbfe7b0520ce1f2e0d3bf353e714123d5"
"SUMMARY_003","SE_06_Q1","SE_06_Q1_0003","7","Summary","5","gemma","ai_studio","1","2.0","2.0","2.0","0.0","0.0","1.0","0.0","0.0","1.0","2.0","Band 2","1.0","Summary_Verbatim_Length","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","7d3ee8e47a853097fc10eecef7fcf29b0c958b8e9c48480654350fc96c3835ed"
"SUMMARY_004","SE_06_Q1","SE_06_Q1_0004","7","Summary","5","gemma","ai_studio","1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","Band 0","1.0","Summary_Verbatim_Length","True","False","0.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","ac40583ad7772f808895a2afc5e4e52618f85825c38637eb7b6eba9694ad21af"
"SUMMARY_005","SE_06_Q1","SE_06_Q1_0005","7","Summary","5","gemma","ai_studio","1","2.0","2.0","2.0","0.0","0.0","2.0","0.0","0.0","1.0","3.0","Band 2","1.0","Summary_Verbatim_Length","True","False","0.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","a736cadccd45bdd194a2ec37cb6d3617700d6bc9d7f8ae4dac0c55b5808203c8"
