"run_id","task_id","model","provider","model_id","thinking_level","run_index","call_index","input_tokens","output_tokens","thoughts_tokens","cost_usd","latency_ms","attempt_number","http_status","timestamp"
"PARA_014__gemini__run1__call0","PARA_014","gemini","vertex","gemini-3.7-flash","high","1","0","4364","4786","3946","0.013274","28094","1","200","2026-08-24T23:32:01.336052+00:00"
"PARA_014__gemini__run2__call0","PARA_014","gemini","vertex","gemini-3.7-flash","high","2","0","4364","3925","3050","0.011122","24500","1","200","2026-08-24T23:32:08.844775+00:00"
"PARA_014__gemma__run0__call0","PARA_014","gemma","ai_studio","gemma-4-31b-it","high","0","0","4365","2901","2133","0.001307","81468","1","200","2026-08-24T23:33:07.213128+00:00"
"PARA_014__gemma__run1__call0","PARA_014","gemma","ai_studio","gemma-4-31b-it","high","1","0","4365","2345","1614","0.00114","64859","1","200","2026-08-24T23:33:06.208067+00:00"
"PARA_014__gemma__run2__call0","PARA_014","gemma","ai_studio","gemma-4-31b-it","high","2","0","4365","2038","1317","0.001048","57375","1","200","2026-08-24T23:33:06.223827+00:00"
"PARA_015__gemini__run0__call0","PARA_015","gemini","vertex","gemini-3.7-flash","high","0","0","4460","3604","2756","0.010348","19812","1","200","2026-08-24T23:40:43.868219+00:00"
"PARA_015__gemini__run1__call0","PARA_015","gemini","vertex","gemini-3.7-flash","high","1","0","4460","3434","2554","0.009923","21702","1","200","2026-08-24T23:41:00.180410+00:00"
"PARA_015__gemini__run2__call0","PARA_015","gemini","vertex","gemini-3.7-flash","high","2","0","4460","3510","2688","0.010113","20327","1","200","2026-08-24T23:41:04.206978+00:00"
"PARA_015__gemma__run0__call0","PARA_015","gemma","ai_studio","gemma-4-31b-it","high","0","0","4461","2214","1465","0.00111","61844","1","200","2026-08-24T23:41:53.084502+00:00"
"PARA_015__gemma__run1__call0","PARA_015","gemma","ai_studio","gemma-4-31b-it","high","1","0","4461","1712","920","0.00096","70000","1","200","2026-08-24T23:42:10.189408+00:00"
"PARA_015__gemma__run2__call0","PARA_015","gemma","ai_studio","gemma-4-31b-it","high","2","0","4461","3156","2370","0.001393","106000","1","200","2026-08-24T23:42:50.206939+00:00"
"PARA_016__gemini__run0__call0","PARA_016","gemini","vertex","gemini-3.7-flash","high","0","0","4521","3425","2531","0.009919","40469","2","200","2026-08-24T23:51:03.647128+00:00"
"PARA_016__gemini__run1__call0","PARA_016","gemini","vertex","gemini-3.7-flash","high","1","0","4521","3415","2554","0.009894","23202","1","200","2026-08-24T23:50:55.414271+00:00"
"PARA_016__gemini__run2__call0","PARA_016","gemini","vertex","gemini-3.7-flash","high","2","0","4521","2498","1668","0.007601","15905","1","200","2026-08-24T23:50:53.290615+00:00"
"PARA_016__gemma__run0__call0","PARA_016","gemma","ai_studio","gemma-4-31b-it","high","0","0","4522","2228","1503","0.001121","61781","1","200","2026-08-24T23:51:55.071678+00:00"
"PARA_016__gemma__run1__call0","PARA_016","gemma","ai_studio","gemma-4-31b-it","high","1","0","4522","2269","1486","0.001133","63750","1","200","2026-08-24T23:51:59.177358+00:00"
"PARA_016__gemma__run2__call0","PARA_016","gemma","ai_studio","gemma-4-31b-it","high","2","0","4522","2153","1408","0.001098","61312","1","200","2026-08-24T23:52:04.953550+00:00"
"PARA_017__gemini__run0__call0","PARA_017","gemini","vertex","gemini-3.7-flash","high","0","0","4481","4215","3330","0.011882","26937","1","200","2026-08-24T23:59:37.946534+00:00"
"PARA_017__gemini__run1__call0","PARA_017","gemini","vertex","gemini-3.7-flash","high","1","0","4481","4073","3218","0.011527","25155","1","200","2026-08-24T23:59:48.410021+00:00"
"PARA_017__gemini__run2__call0","PARA_017","gemini","vertex","gemini-3.7-flash","high","2","0","4481","4091","3219","0.011572","32483","1","200","2026-08-25T00:00:10.432540+00:00"
"PARA_017__gemma__run0__call0","PARA_017","gemma","ai_studio","gemma-4-31b-it","high","0","0","4482","3612","2874","0.001532","103281","1","200","2026-08-25T00:01:27.326002+00:00"
"PARA_017__gemma__run1__call0","PARA_017","gemma","ai_studio","gemma-4-31b-it","high","1","0","4482","3854","3043","0.001604","109077","1","200","2026-08-25T00:01:37.495746+00:00"
"PARA_017__gemma__run2__call0","PARA_017","gemma","ai_studio","gemma-4-31b-it","high","2","0","4482","3263","2486","0.001427","91109","1","200","2026-08-25T00:01:41.557140+00:00"
"PARA_018__gemini__run0__call0","PARA_018","gemini","vertex","gemini-3.7-flash","high","0","0","4514","3273","2420","0.009537","29655","1","200","2026-08-25T00:10:13.734122+00:00"
"PARA_018__gemini__run1__call0","PARA_018","gemini","vertex","gemini-3.7-flash","high","1","0","4514","3274","2433","0.009539","36452","2","200","2026-08-25T00:10:29.940921+00:00"
"PARA_018__gemini__run2__call0","PARA_018","gemini","vertex","gemini-3.7-flash","high","2","0","4514","2658","1906","0.007999","18702","1","200","2026-08-25T00:10:18.811450+00:00"
"PARA_018__gemma__run0__call0","PARA_018","gemma","ai_studio","gemma-4-31b-it","high","0","0","4515","2392","1612","0.001169","67515","1","200","2026-08-25T00:11:21.271302+00:00"
"PARA_018__gemma__run1__call0","PARA_018","gemma","ai_studio","gemma-4-31b-it","high","1","0","4515","2463","1687","0.00119","69329","1","200","2026-08-25T00:11:28.149050+00:00"
"PARA_018__gemma__run2__call0","PARA_018","gemma","ai_studio","gemma-4-31b-it","high","2","0","4515","2097","1343","0.001081","59484","1","200","2026-08-25T00:11:29.425717+00:00"
"PARA_019__gemini__run0__call0","PARA_019","gemini","vertex","gemini-3.7-flash","high","0","0","4551","3393","2529","0.009848","26655","1","200","2026-08-25T00:20:10.150595+00:00"
"PARA_019__gemini__run1__call0","PARA_019","gemini","vertex","gemini-3.7-flash","high","1","0","4551","2661","1855","0.008018","19780","1","200","2026-08-25T00:20:13.157891+00:00"
"PARA_019__gemini__run2__call0","PARA_019","gemini","vertex","gemini-3.7-flash","high","2","0","4551","3388","2602","0.009835","27875","1","200","2026-08-25T00:20:22.030078+00:00"
"PARA_019__gemma__run0__call0","PARA_019","gemma","ai_studio","gemma-4-31b-it","high","0","0","4552","2091","1340","0.001083","58844","1","200","2026-08-25T00:21:09.013455+00:00"
"PARA_019__gemma__run1__call0","PARA_019","gemma","ai_studio","gemma-4-31b-it","high","1","0","4552","1797","1040","0.000994","50577","1","200","2026-08-25T00:21:03.742224+00:00"
"PARA_019__gemma__run2__call0","PARA_019","gemma","ai_studio","gemma-4-31b-it","high","2","0","4552","2922","2170","0.001332","82219","1","200","2026-08-25T00:21:44.250451+00:00"
"PARA_020__gemini__run0__call0","PARA_020","gemini","vertex","gemini-3.7-flash","high","0","0","4480","4358","3516","0.012239","30967","2","200","2026-08-25T00:30:02.244051+00:00"
"PARA_020__gemini__run1__call0","PARA_020","gemini","vertex","gemini-3.7-flash","high","1","0","4480","3294","2479","0.009579","22547","1","200","2026-08-25T00:30:12.719279+00:00"
"PARA_020__gemini__run2__call0","PARA_020","gemini","vertex","gemini-3.7-flash","high","2","0","4480","3545","2729","0.010207","23936","1","200","2026-08-25T00:30:26.183935+00:00"
"PARA_020__gemma__run0__call0","PARA_020","gemma","ai_studio","gemma-4-31b-it","high","0","0","4481","1941","1215","0.00103","54859","1","200","2026-08-25T00:30:58.850063+00:00"
"PARA_020__gemma__run1__call0","PARA_020","gemma","ai_studio","gemma-4-31b-it","high","1","0","4481","1715","998","0.000963","48952","1","200","2026-08-25T00:31:01.670447+00:00"
"PARA_020__gemma__run2__call0","PARA_020","gemma","ai_studio","gemma-4-31b-it","high","2","0","4481","1768","968","0.000978","49829","1","200","2026-08-25T00:31:16.008001+00:00"
"STORY_001__gemini__run0__call0","STORY_001","gemini","vertex","gemini-3.7-flash","high","0","0","4404","2542","1765","0.007676","35140","1","200","2026-08-24T20:37:53.651183+00:00"
"STORY_001__gemini__run1__call0","STORY_001","gemini","vertex","gemini-3.7-flash","high","1","0","4404","3131","2393","0.009149","32625","1","200","2026-08-24T20:38:16.955659+00:00"
"STORY_001__gemini__run2__call0","STORY_001","gemini","vertex","gemini-3.7-flash","high","2","0","4404","3394","2638","0.009806","21719","1","200","2026-08-24T20:38:15.369209+00:00"
"STORY_001__gemma__run0__call0","STORY_001","gemma","ai_studio","gemma-4-31b-it","high","0","0","4405","2397","1651","0.00116","67187","1","200","2026-08-24T20:39:18.532627+00:00"
"STORY_001__gemma__run1__call0","STORY_001","gemma","ai_studio","gemma-4-31b-it","high","1","0","4405","2622","1893","0.001227","74140","1","200","2026-08-24T20:39:29.512352+00:00"
"STORY_001__gemma__run2__call0","STORY_001","gemma","ai_studio","gemma-4-31b-it","high","2","0","4405","2480","1779","0.001185","70843","1","200","2026-08-24T20:39:27.807877+00:00"
"STORY_002__gemini__run0__call0","STORY_002","gemini","vertex","gemini-3.7-flash","high","0","0","4553","2920","2170","0.008666","20000","1","200","2026-08-24T21:06:49.027668+00:00"
"STORY_002__gemini__run1__call0","STORY_002","gemini","vertex","gemini-3.7-flash","high","1","0","4553","3765","2984","0.010778","25625","1","200","2026-08-24T21:06:58.408762+00:00"
"STORY_002__gemini__run2__call0","STORY_002","gemini","vertex","gemini-3.7-flash","high","2","0","4553","3344","2601","0.009726","22780","1","200","2026-08-24T21:06:56.242643+00:00"
"STORY_002__gemma__run0__call0","STORY_002","gemma","ai_studio","gemma-4-31b-it","high","0","0","4554","2199","1425","0.001115","62125","1","200","2026-08-24T21:35:23.551289+00:00"
"STORY_002__gemma__run1__call0","STORY_002","gemma","ai_studio","gemma-4-31b-it","high","1","0","4554","2883","2163","0.00132","80782","1","200","2026-08-24T22:01:43.140415+00:00"
"STORY_002__gemma__run2__call0","STORY_002","gemma","ai_studio","gemma-4-31b-it","high","2","0","4554","2060","1358","0.001073","58952","1","200","2026-08-24T21:36:10.689943+00:00"
"STORY_003__gemini__run0__call0","STORY_003","gemini","vertex","gemini-3.7-flash","high","0","0","4488","3305","2478","0.009609","32890","2","200","2026-08-24T21:09:59.916548+00:00"
"STORY_003__gemini__run1__call0","STORY_003","gemini","vertex","gemini-3.7-flash","high","1","0","4488","3020","2240","0.008896","21109","2","200","2026-08-24T21:09:52.209929+00:00"
"STORY_003__gemini__run2__call0","STORY_003","gemini","vertex","gemini-3.7-flash","high","2","0","4488","3537","2757","0.010189","27890","2","200","2026-08-24T21:09:59.169823+00:00"
"STORY_003__gemma__run0__call0","STORY_003","gemma","ai_studio","gemma-4-31b-it","high","0","0","4489","2234","1482","0.001119","62359","1","200","2026-08-24T21:40:30.496583+00:00"
"STORY_003__gemma__run1__call0","STORY_003","gemma","ai_studio","gemma-4-31b-it","high","1","0","4489","3044","2280","0.001362","87234","1","200","2026-08-24T21:41:17.380152+00:00"
"STORY_003__gemma__run2__call0","STORY_003","gemma","ai_studio","gemma-4-31b-it","high","2","0","4489","3157","2371","0.001396","89062","1","200","2026-08-24T21:41:47.862252+00:00"
"STORY_005__gemini__run0__call0","STORY_005","gemini","vertex","gemini-3.7-flash","high","0","0","4365","3399","2672","0.009807","23437","1","200","2026-08-24T21:15:37.517119+00:00"
"STORY_005__gemini__run1__call0","STORY_005","gemini","vertex","gemini-3.7-flash","high","1","0","4365","3966","3146","0.011225","24577","1","200","2026-08-24T21:15:39.413158+00:00"
"STORY_005__gemini__run2__call0","STORY_005","gemini","vertex","gemini-3.7-flash","high","2","0","4365","3035","2323","0.008897","19515","1","200","2026-08-24T21:15:36.857355+00:00"
"STORY_005__gemma__run0__call0","STORY_005","gemma","ai_studio","gemma-4-31b-it","high","0","0","4366","2726","2038","0.001254","84937","4","200","2026-08-24T21:16:51.509515+00:00"
"STORY_005__gemma__run1__call0","STORY_005","gemma","ai_studio","gemma-4-31b-it","high","1","0","4366","3040","2318","0.001349","88843","3","200","2026-08-24T21:16:57.173331+00:00"
"STORY_005__gemma__run2__call0","STORY_005","gemma","ai_studio","gemma-4-31b-it","high","2","0","4366","3276","2575","0.001419","92032","1","200","2026-08-24T21:17:04.287757+00:00"
"STORY_007__gemini__run0__call0","STORY_007","gemini","vertex","gemini-3.7-flash","high","0","0","4498","2786","2022","0.008314","20312","1","200","2026-08-24T22:10:56.711152+00:00"
"STORY_007__gemini__run1__call0","STORY_007","gemini","vertex","gemini-3.7-flash","high","1","0","4498","3589","2776","0.010322","21672","1","200","2026-08-24T22:11:01.280993+00:00"
"STORY_007__gemini__run2__call0","STORY_007","gemini","vertex","gemini-3.7-flash","high","2","0","4498","2909","2141","0.008622","17859","1","200","2026-08-24T22:11:11.928076+00:00"
"STORY_007__gemma__run0__call0","STORY_007","gemma","ai_studio","gemma-4-31b-it","high","0","0","4499","2129","1418","0.001089","59906","1","200","2026-08-24T22:11:56.625399+00:00"
"STORY_007__gemma__run1__call0","STORY_007","gemma","ai_studio","gemma-4-31b-it","high","1","0","4499","3454","2689","0.001486","97655","1","200","2026-08-24T22:12:38.928847+00:00"
"STORY_007__gemma__run2__call0","STORY_007","gemma","ai_studio","gemma-4-31b-it","high","2","0","4499","2539","1758","0.001212","70297","1","200","2026-08-24T22:12:22.235647+00:00"
"STORY_008__gemini__run0__call0","STORY_008","gemini","vertex","gemini-3.7-flash","high","0","0","4476","2813","2057","0.008375","16625","1","200","2026-08-24T22:19:53.300495+00:00"
"STORY_008__gemini__run1__call0","STORY_008","gemini","vertex","gemini-3.7-flash","high","1","0","4476","3398","2634","0.009838","23157","1","200","2026-08-24T22:20:13.475479+00:00"
"STORY_008__gemini__run2__call0","STORY_008","gemini","vertex","gemini-3.7-flash","high","2","0","4476","2291","1543","0.00707","13312","1","200","2026-08-24T22:20:06.625412+00:00"
"STORY_008__gemma__run0__call0","STORY_008","gemma","ai_studio","gemma-4-31b-it","high","0","0","4477","2983","2267","0.001343","83733","1","200","2026-08-24T22:21:30.354086+00:00"
"STORY_008__gemma__run1__call0","STORY_008","gemma","ai_studio","gemma-4-31b-it","high","1","0","4477","2707","2008","0.00126","75937","1","200","2026-08-24T22:21:23.679277+00:00"
"STORY_008__gemma__run2__call0","STORY_008","gemma","ai_studio","gemma-4-31b-it","high","2","0","4477","2344","1665","0.001151","66468","1","200","2026-08-24T22:21:19.973554+00:00"
"STORY_009__gemini__run0__call0","STORY_009","gemini","vertex","gemini-3.7-flash","high","0","0","4407","2729","2025","0.008145","20078","1","200","2026-08-24T22:28:34.498405+00:00"
"STORY_009__gemini__run1__call0","STORY_009","gemini","vertex","gemini-3.7-flash","high","1","0","4407","3465","2679","0.009985","28609","1","200","2026-08-24T22:28:51.234357+00:00"
"STORY_009__gemini__run2__call0","STORY_009","gemini","vertex","gemini-3.7-flash","high","2","0","4407","2479","1783","0.00752","17202","1","200","2026-08-24T22:28:41.354303+00:00"
"STORY_009__gemma__run0__call0","STORY_009","gemma","ai_studio","gemma-4-31b-it","high","0","0","4408","2302","1564","0.001131","64000","1","200","2026-08-24T22:29:38.495215+00:00"
"STORY_009__gemma__run1__call0","STORY_009","gemma","ai_studio","gemma-4-31b-it","high","1","0","4408","2731","1996","0.00126","75359","1","200","2026-08-24T22:29:56.722557+00:00"
"STORY_009__gemma__run2__call0","STORY_009","gemma","ai_studio","gemma-4-31b-it","high","2","0","4408","3450","2712","0.001476","96936","1","200","2026-08-24T22:42:27.433343+00:00"
"STORY_010__gemini__run0__call0","STORY_010","gemini","vertex","gemini-3.7-flash","high","0","0","4416","3372","2631","0.009755","24359","1","200","2026-08-24T22:36:18.132433+00:00"
"STORY_010__gemini__run1__call0","STORY_010","gemini","vertex","gemini-3.7-flash","high","1","0","4416","3101","2317","0.009077","33344","1","200","2026-08-24T22:36:47.255476+00:00"
"STORY_010__gemini__run2__call0","STORY_010","gemini","vertex","gemini-3.7-flash","high","2","0","4416","3650","2903","0.01045","28295","1","200","2026-08-24T22:36:46.437080+00:00"
"STORY_010__gemma__run0__call0","STORY_010","gemma","ai_studio","gemma-4-31b-it","high","0","0","4417","1959","1220","0.001029","55219","1","200","2026-08-24T22:37:14.261153+00:00"
"STORY_010__gemma__run1__call0","STORY_010","gemma","ai_studio","gemma-4-31b-it","high","1","0","4417","2368","1646","0.001152","66704","1","200","2026-08-24T22:37:53.161328+00:00"
"STORY_010__gemma__run2__call0","STORY_010","gemma","ai_studio","gemma-4-31b-it","high","2","0","4417","2812","2071","0.001285","78750","1","200","2026-08-24T22:38:05.994446+00:00"
"STORY_011__gemini__run0__call0","STORY_011","gemini","vertex","gemini-3.7-flash","high","0","0","4489","2499","1778","0.007594","16766","1","200","2026-08-24T23:08:12.253850+00:00"
"STORY_011__gemini__run1__call0","STORY_011","gemini","vertex","gemini-3.7-flash","high","1","0","4489","3085","2302","0.009059","20108","1","200","2026-08-24T23:08:18.949034+00:00"
"STORY_011__gemini__run2__call0","STORY_011","gemini","vertex","gemini-3.7-flash","high","2","0","4489","3899","3147","0.011094","25594","1","200","2026-08-24T23:08:35.140300+00:00"
"STORY_011__gemma__run0__call0","STORY_011","gemma","ai_studio","gemma-4-31b-it","high","0","0","4490","3029","2330","0.001358","85327","1","200","2026-08-24T23:09:37.576065+00:00"
"STORY_011__gemma__run1__call0","STORY_011","gemma","ai_studio","gemma-4-31b-it","high","1","0","4490","3215","2527","0.001414","90312","1","200","2026-08-24T23:09:49.259900+00:00"
"STORY_011__gemma__run2__call0","STORY_011","gemma","ai_studio","gemma-4-31b-it","high","2","0","4490","2549","1790","0.001214","72420","1","200","2026-08-24T23:09:47.579624+00:00"
"STORY_012__gemini__run0__call0","STORY_012","gemini","vertex","gemini-3.7-flash","high","0","0","4413","3508","2739","0.010094","39186","2","200","2026-08-24T23:16:29.192138+00:00"
"STORY_012__gemini__run1__call0","STORY_012","gemini","vertex","gemini-3.7-flash","high","1","0","4413","3275","2459","0.009511","19718","1","200","2026-08-24T23:16:20.308691+00:00"
"STORY_012__gemini__run2__call0","STORY_012","gemini","vertex","gemini-3.7-flash","high","2","0","4413","3071","2244","0.009001","27094","1","200","2026-08-24T23:16:38.503561+00:00"
"STORY_012__gemma__run0__call0","STORY_012","gemma","ai_studio","gemma-4-31b-it","high","0","0","4414","2702","1931","0.001252","76391","1","200","2026-08-24T23:17:36.706985+00:00"
"STORY_012__gemma__run1__call0","STORY_012","gemma","ai_studio","gemma-4-31b-it","high","1","0","4414","2510","1736","0.001194","70938","1","200","2026-08-24T23:17:40.131613+00:00"
"STORY_012__gemma__run2__call0","STORY_012","gemma","ai_studio","gemma-4-31b-it","high","2","0","4414","2374","1634","0.001154","66327","1","200","2026-08-24T23:17:44.829034+00:00"
"STORY_013__gemini__run0__call0","STORY_013","gemini","vertex","gemini-3.7-flash","high","0","0","4456","3371","2639","0.009764","29109","1","200","2026-08-24T23:25:42.586849+00:00"
"STORY_013__gemini__run1__call0","STORY_013","gemini","vertex","gemini-3.7-flash","high","1","0","4456","3309","2559","0.009609","21640","1","200","2026-08-24T23:25:49.690809+00:00"
"STORY_013__gemini__run2__call0","STORY_013","gemini","vertex","gemini-3.7-flash","high","2","0","4456","3192","2408","0.009317","17187","1","200","2026-08-24T23:25:54.835186+00:00"
"STORY_013__gemma__run0__call0","STORY_013","gemma","ai_studio","gemma-4-31b-it","high","0","0","4457","2451","1730","0.001181","69000","1","200","2026-08-24T23:26:51.594853+00:00"
"STORY_013__gemma__run1__call0","STORY_013","gemma","ai_studio","gemma-4-31b-it","high","1","0","4457","3152","2396","0.001391","88938","1","200","2026-08-24T23:27:18.624123+00:00"
"STORY_013__gemma__run2__call0","STORY_013","gemma","ai_studio","gemma-4-31b-it","high","2","0","4457","2475","1733","0.001188","69672","1","200","2026-08-24T23:27:04.520798+00:00"
"STORY_014__gemini__run0__call0","STORY_014","gemini","vertex","gemini-3.7-flash","high","0","0","4436","3768","2967","0.010751","21952","1","200","2026-08-24T23:34:56.720706+00:00"
"STORY_014__gemini__run1__call0","STORY_014","gemini","vertex","gemini-3.7-flash","high","1","0","4436","3671","2783","0.010508","20000","1","200","2026-08-24T23:35:04.121806+00:00"
"STORY_014__gemini__run2__call0","STORY_014","gemini","vertex","gemini-3.7-flash","high","2","0","4436","3309","2566","0.009603","23265","1","200","2026-08-24T23:35:07.763749+00:00"
"STORY_014__gemma__run0__call0","STORY_014","gemma","ai_studio","gemma-4-31b-it","high","0","0","4437","2182","1440","0.001098","62484","1","200","2026-08-24T23:35:59.208635+00:00"
"STORY_014__gemma__run1__call0","STORY_014","gemma","ai_studio","gemma-4-31b-it","high","1","0","4437","2630","1828","0.001233","74077","1","200","2026-08-24T23:36:18.202134+00:00"
"STORY_014__gemma__run2__call0","STORY_014","gemma","ai_studio","gemma-4-31b-it","high","2","0","4437","2163","1457","0.001093","60842","1","200","2026-08-24T23:36:08.609322+00:00"
"STORY_015__gemini__run0__call0","STORY_015","gemini","vertex","gemini-3.7-flash","high","0","0","4441","3339","2605","0.00968","44609","2","200","2026-08-24T23:44:41.295789+00:00"
"STORY_015__gemini__run1__call0","STORY_015","gemini","vertex","gemini-3.7-flash","high","1","0","4441","3285","2466","0.009545","22655","1","200","2026-08-24T23:44:22.670323+00:00"
"STORY_015__gemini__run2__call0","STORY_015","gemini","vertex","gemini-3.7-flash","high","2","0","4441","3637","2860","0.010425","26922","1","200","2026-08-24T23:44:49.594339+00:00"
"STORY_015__gemma__run0__call0","STORY_015","gemma","ai_studio","gemma-4-31b-it","high","0","0","4442","2648","1933","0.001239","74592","1","200","2026-08-24T23:45:47.812088+00:00"
"STORY_015__gemma__run1__call0","STORY_015","gemma","ai_studio","gemma-4-31b-it","high","1","0","4442","2453","1741","0.00118","68797","1","200","2026-08-24T23:45:50.089255+00:00"
"STORY_015__gemma__run2__call0","STORY_015","gemma","ai_studio","gemma-4-31b-it","high","2","0","4442","2425","1662","0.001172","68797","1","200","2026-08-24T23:45:58.391071+00:00"
"STORY_016__gemini__run0__call0","STORY_016","gemini","vertex","gemini-3.7-flash","high","0","0","4464","3493","2751","0.010072","27608","1","200","2026-08-24T23:53:47.740407+00:00"
"STORY_016__gemini__run1__call0","STORY_016","gemini","vertex","gemini-3.7-flash","high","1","0","4464","2756","2029","0.008229","17109","1","200","2026-08-24T23:53:59.825495+00:00"
"STORY_016__gemini__run2__call0","STORY_016","gemini","vertex","gemini-3.7-flash","high","2","0","4464","2870","2114","0.008514","18859","1","200","2026-08-24T23:54:06.599458+00:00"
"STORY_016__gemma__run0__call0","STORY_016","gemma","ai_studio","gemma-4-31b-it","high","0","0","4465","2866","2179","0.001306","80422","1","200","2026-08-24T23:55:09.531525+00:00"
"STORY_016__gemma__run1__call0","STORY_016","gemma","ai_studio","gemma-4-31b-it","high","1","0","4465","2747","2033","0.001271","76031","1","200","2026-08-24T23:55:15.877662+00:00"
"STORY_016__gemma__run2__call0","STORY_016","gemma","ai_studio","gemma-4-31b-it","high","2","0","4465","2414","1684","0.001171","67717","1","200","2026-08-24T23:55:14.317539+00:00"
"STORY_017__gemini__run0__call0","STORY_017","gemini","vertex","gemini-3.7-flash","high","0","0","4392","3367","2460","0.009735","22577","1","200","2026-08-25T00:03:23.212538+00:00"
"STORY_017__gemini__run1__call0","STORY_017","gemini","vertex","gemini-3.7-flash","high","1","0","4392","3572","2783","0.010248","22202","1","200","2026-08-25T00:03:41.410349+00:00"
"STORY_017__gemini__run2__call0","STORY_017","gemini","vertex","gemini-3.7-flash","high","2","0","4392","4088","3290","0.011538","25937","1","200","2026-08-25T00:03:49.164695+00:00"
"STORY_017__gemma__run0__call0","STORY_017","gemma","ai_studio","gemma-4-31b-it","high","0","0","4393","2819","2101","0.001285","77780","1","200","2026-08-25T00:04:59.190770+00:00"
"STORY_017__gemma__run1__call0","STORY_017","gemma","ai_studio","gemma-4-31b-it","high","1","0","4393","2373","1684","0.001151","66328","1","200","2026-08-25T00:04:55.506655+00:00"
"STORY_017__gemma__run2__call0","STORY_017","gemma","ai_studio","gemma-4-31b-it","high","2","0","4393","2707","1930","0.001251","75640","1","200","2026-08-25T00:05:09.091353+00:00"
"STORY_018__gemini__run0__call0","STORY_018","gemini","vertex","gemini-3.7-flash","high","0","0","4411","2890","2120","0.008548","22061","1","200","2026-08-25T00:13:24.575132+00:00"
"STORY_018__gemini__run1__call0","STORY_018","gemini","vertex","gemini-3.7-flash","high","1","0","4411","3253","2462","0.009456","36500","1","200","2026-08-25T00:13:45.700614+00:00"
"STORY_018__gemini__run2__call0","STORY_018","gemini","vertex","gemini-3.7-flash","high","2","0","4411","3698","2866","0.010568","30655","1","200","2026-08-25T00:13:55.232402+00:00"
"STORY_018__gemma__run0__call0","STORY_018","gemma","ai_studio","gemma-4-31b-it","high","0","0","4412","2297","1539","0.00113","64500","1","200","2026-08-25T00:14:31.985896+00:00"
"STORY_018__gemma__run1__call0","STORY_018","gemma","ai_studio","gemma-4-31b-it","high","1","0","4412","2932","2169","0.001321","82937","1","200","2026-08-25T00:15:08.635664+00:00"
"STORY_018__gemma__run2__call0","STORY_018","gemma","ai_studio","gemma-4-31b-it","high","2","0","4412","2530","1807","0.0012","70969","1","200","2026-08-25T00:15:06.201373+00:00"
"STORY_019__gemini__run0__call0","STORY_019","gemini","vertex","gemini-3.7-flash","high","0","0","4479","3093","2321","0.009076","21702","1","200","2026-08-25T00:23:39.822676+00:00"
"STORY_019__gemini__run1__call0","STORY_019","gemini","vertex","gemini-3.7-flash","high","1","0","4479","3209","2368","0.009366","137047","2","200","2026-08-25T00:42:50.227028+00:00"
"STORY_019__gemini__run2__call0","STORY_019","gemini","vertex","gemini-3.7-flash","high","2","0","4479","3503","2686","0.010101","35047","2","200","2026-08-25T00:24:14.880299+00:00"
"STORY_019__gemma__run0__call0","STORY_019","gemma","ai_studio","gemma-4-31b-it","high","0","0","4480","2758","2021","0.001275","77984","1","200","2026-08-25T00:24:58.698649+00:00"
"STORY_019__gemma__run1__call0","STORY_019","gemma","ai_studio","gemma-4-31b-it","high","1","0","4480","2828","2075","0.001296","78954","1","200","2026-08-25T00:25:05.509668+00:00"
"STORY_019__gemma__run2__call0","STORY_019","gemma","ai_studio","gemma-4-31b-it","high","2","0","4480","2447","1713","0.001182","69093","1","200","2026-08-25T00:25:23.966581+00:00"
"STORY_020__gemini__run0__call0","STORY_020","gemini","vertex","gemini-3.7-flash","high","0","0","4474","2822","2058","0.008397","27313","1","200","2026-08-25T00:32:53.125828+00:00"
"STORY_020__gemini__run1__call0","STORY_020","gemini","vertex","gemini-3.7-flash","high","1","0","4474","3859","3106","0.01099","27000","1","200","2026-08-25T00:32:56.469426+00:00"
"STORY_020__gemini__run2__call0","STORY_020","gemini","vertex","gemini-3.7-flash","high","2","0","4474","3368","2623","0.009762","41343","1","200","2026-08-25T00:33:34.461719+00:00"
"STORY_020__gemma__run0__call0","STORY_020","gemma","ai_studio","gemma-4-31b-it","high","0","0","4475","3436","2748","0.001478","95922","1","200","2026-08-25T00:34:32.385163+00:00"
"STORY_020__gemma__run1__call0","STORY_020","gemma","ai_studio","gemma-4-31b-it","high","1","0","4475","2832","2090","0.001297","79422","1","200","2026-08-25T00:34:16.705080+00:00"
"STORY_020__gemma__run2__call0","STORY_020","gemma","ai_studio","gemma-4-31b-it","high","2","0","4475","2749","2066","0.001272","77484","1","200","2026-08-25T00:34:51.948793+00:00"
"SUMMARY_001__gemini__run0__call0","SUMMARY_001","gemini","vertex","gemini-3.7-flash","high","0","0","4389","3316","2447","0.009607","23797","1","200","2026-08-24T20:32:57.454869+00:00"
"SUMMARY_001__gemini__run1__call0","SUMMARY_001","gemini","vertex","gemini-3.7-flash","high","1","0","4389","2571","1748","0.007744","19109","1","200","2026-08-24T20:32:52.771259+00:00"
"SUMMARY_001__gemini__run2__call0","SUMMARY_001","gemini","vertex","gemini-3.7-flash","high","2","0","4389","2857","2063","0.008459","21844","1","200","2026-08-24T20:32:55.493161+00:00"
