"task_id","exam_set","script_id","question_no","question_type","max_mark","teacher_mark","teacher_mark_confidence","teacher_mark_source","question","source_text","extracted_text_raw","extracted_text","student_title","page_range","extraction_status","error_message","confidence","illegible_count","unclear_count","cut_count","struck_count","inserted_count","ambiguous_authorship_count","red_ink_suspected","needs_review","review_flags","word_count","char_count","source_word_count","length_ratio","exceeds_one_third","verbatim_overlap_pct","paragraph_break_count","letter_components_found","letter_components_missing_count","transcription_model_version","transcription_provider","transcription_prompt_version","prompt_hash","transcription_settings","extraction_timestamp"
"TABLE_018","SE_06_Q1","SE_06_Q1_0018","5","Table_Completion","5","","","absent","Read the text and answer question 5: Complete the table with information from the passage. (1 x 5 = 5)
| Topic | Information from the passage |
| a. Class Raju reads in | (i) |
| b. Subjects he did well in | (ii) |
| c. Marks he got in those subjects | (iii) |
| d. Subjects he did poorly in | (iv) |
| e. Marks he got in weak subjects | (v) |

READING PASSAGE (questions 5, 6 and 7):
Raju is a student of class six. Last week, his school held class tests in several subjects. Raju worked very hard to do well. He got 8 in Bangla, 9 in English, and 10 in Mathematics out of 10. His teachers praised him for his good marks. However, he could not do well in ICT, Science, and Religion, getting only 6 marks in each.
Raju felt a little sad about his low marks but promised to study harder next time. His father told him not to lose hope. His mother advised him to read ICT and Science regularly. Raju made a plan to give more time to those subjects. He was happy that he did very well in Bangla, English, and Math. Raju believes that with more practice, he can improve all his subjects.

ANSWER KEY (1 mark per blank):
i. Class six
ii. Bangla, English and Mathematics
iii. 8 in Bangla, 9 in English and 10 in Mathematics (out of 10)
iv. ICT, Science and Religion
v. 6 marks in each

This question asks for information lifted from the passage, so copying the passage's wording is CORRECT here and must not be penalised. A partial but unambiguous answer (e.g. naming all three subjects in ii) earns the mark; an answer that names only some of the required items does not.

MARKING NOTE: this question is ITEM-SCORED. Mark each lettered item against the key and put the SUM of the item marks in context_content_data, leaving structure_format_brevity, language_mechanics and originality_comparisons_paraphrase at 0. Nothing is awarded or deducted for handwriting, style, or spelling beyond what the key requires. An item the student did not attempt scores 0 for that item only. No structural cap is ever applied to an item-scored question.","","i) Raju reads in class six
ii) He did well in mathematics
iii) I c T, science and Religion those subjects he got only 6 markes.
iv) subjects he did poorly in Bangla, English and math.
i) Raju reads in class 6.
ii) He did well in Bangla, English, mat
iii) He has 8 in Bangla, 7 in English and 10 in mathematics.
iv) Subjects he did poorly in I c T, science and Religion.
v) he got 6 marks in I c T, Science and Religion.","i) Raju reads in class six
ii) He did well in mathematics
iii) I c T, science and Religion those subjects he got only 6 markes.
iv) subjects he did poorly in Bangla, English and math.
i) Raju reads in class 6.
ii) He did well in Bangla, English, mat
iii) He has 8 in Bangla, 7 in English and 10 in mathematics.
iv) Subjects he did poorly in I c T, science and Religion.
v) he got 6 marks in I c T, Science and Religion.","","4-5","ok","","1.0","0","0","0","0","0","0","False","False","","81","419","","","","","0","","","gemma-4-31b-it","gemini","extraction_prompt_c6_v1","f172ab06cd2b8256703c24aac7a3e69688981e106974ba6a4975feb8e0e852b6","{""thinking_level"": ""medium"", ""max_output_tokens"": 32768}","2026-09-17T03:54:04.087933+00:00"
"TF_018","SE_06_Q1","SE_06_Q1_0018","6","True_False","5","","","absent","Read the statements below. Write ‘True’ if the statement is correct and ‘False’ if it is incorrect. If false, write the correct answer. (1 x 5 = 5)
a. Raju thinks he cannot improve his weak subjects.
b. He got 6 marks out of 10 in Mathematics.
c. Raju got full marks in Mathematics.
d. Raju plans to work lesser next time.
e. His father scolded him for low marks.

READING PASSAGE (questions 5, 6 and 7):
Raju is a student of class six. Last week, his school held class tests in several subjects. Raju worked very hard to do well. He got 8 in Bangla, 9 in English, and 10 in Mathematics out of 10. His teachers praised him for his good marks. However, he could not do well in ICT, Science, and Religion, getting only 6 marks in each.
Raju felt a little sad about his low marks but promised to study harder next time. His father told him not to lose hope. His mother advised him to read ICT and Science regularly. Raju made a plan to give more time to those subjects. He was happy that he did very well in Bangla, English, and Math. Raju believes that with more practice, he can improve all his subjects.

ANSWER KEY (1 mark per item):
a. False — Raju believes that with more practice he can improve all his subjects.
b. False — he got 10 out of 10 in Mathematics; 6 was his mark in ICT, Science and Religion.
c. True
d. False — he promised to study harder and planned to give more time to his weak subjects.
e. False — his father told him not to lose hope.

A ‘False’ verdict with NO correction, or with a wrong correction, scores 0 for that item — the question requires both. The correction need not match the key's wording; any correction carrying the right fact is accepted.

MARKING NOTE: this question is ITEM-SCORED. Mark each lettered item against the key and put the SUM of the item marks in context_content_data, leaving structure_format_brevity, language_mechanics and originality_comparisons_paraphrase at 0. Nothing is awarded or deducted for handwriting, style, or spelling beyond what the key requires. An item the student did not attempt scores 0 for that item only. No structural cap is ever applied to an item-scored question.","","a) False.
Ans: He believess that with more practice, he can improve all his subjects
b) False.
Ans: He got 10 mark out of 10 in mathmatics.
c) True
d) False.
Ans: He belive he that more practice to improve all subjects
e) False.
Ans: his father told his to not to lose hope.","a) False.
Ans: He believess that with more practice, he can improve all his subjects
b) False.
Ans: He got 10 mark out of 10 in mathmatics.
c) True
d) False.
Ans: He belive he that more practice to improve all subjects
e) False.
Ans: his father told his to not to lose hope.","","5","ok","","1.0","0","0","0","0","0","0","False","False","","52","274","","","","","0","","","gemma-4-31b-it","gemini","extraction_prompt_c6_v1","f172ab06cd2b8256703c24aac7a3e69688981e106974ba6a4975feb8e0e852b6","{""thinking_level"": ""medium"", ""max_output_tokens"": 32768}","2026-09-17T03:54:04.087933+00:00"
"SUMMARY_018","SE_06_Q1","SE_06_Q1_0018","7","Summary","5","","","absent","Write a summary of the passage in your own words. (5)

TEXT TO BE SUMMARIZED (questions 5, 6 and 7):
Raju is a student of class six. Last week, his school held class tests in several subjects. Raju worked very hard to do well. He got 8 in Bangla, 9 in English, and 10 in Mathematics out of 10. His teachers praised him for his good marks. However, he could not do well in ICT, Science, and Religion, getting only 6 marks in each.
Raju felt a little sad about his low marks but promised to study harder next time. His father told him not to lose hope. His mother advised him to read ICT and Science regularly. Raju made a plan to give more time to those subjects. He was happy that he did very well in Bangla, English, and Math. Raju believes that with more practice, he can improve all his subjects.","Raju is a student of class six. Last week, his school held class tests in several subjects. Raju worked very hard to do well. He got 8 in Bangla, 9 in English, and 10 in Mathematics out of 10. His teachers praised him for his good marks. However, he could not do well in ICT, Science, and Religion, getting only 6 marks in each.
Raju felt a little sad about his low marks but promised to study harder next time. His father told him not to lose hope. His mother advised him to read ICT and Science regularly. Raju made a plan to give more time to those subjects. He was happy that he did very well in Bangla, English, and Math. Raju believes that with more practice, he can improve all his subjects.","Raju is a student. He dreads in class six. He has his exam result

He got 8 in Bangla, 7 in English and 10 in mathematics out of 10. but he got 6 marks in I c T, Science and Religion. His father told him not to lose hope, but he was very happy he did very well in Bangla, English and Math. He believes that with more practice, he can improve all his subjects.","Raju is a student. He dreads in class six. He has his exam result

He got 8 in Bangla, 7 in English and 10 in mathematics out of 10. but he got 6 marks in I c T, Science and Religion. His father told him not to lose hope, but he was very happy he did very well in Bangla, English and Math. He believes that with more practice, he can improve all his subjects.","","6","ok","","1.0","0","0","0","0","0","0","False","False","","70","359","129","0.5426","True","0.4933","1","","","gemma-4-31b-it","gemini","extraction_prompt_c6_v1","f172ab06cd2b8256703c24aac7a3e69688981e106974ba6a4975feb8e0e852b6","{""thinking_level"": ""medium"", ""max_output_tokens"": 32768}","2026-09-17T03:54:04.087933+00:00"
"PREP_018","SE_06_Q1","SE_06_Q1_0018","8","Preposition_Use","5","","","absent","Use these prepositions in sentences of your own. (1 x 5 = 5)
a. bottom of, b. top of, c. through, d. along, e. across

ANSWER KEY (1 mark per item). There is no fixed answer: the student composes their own sentence for each preposition. Award the mark when the sentence (1) actually contains the given preposition, (2) uses it in a sense that is correct English, and (3) is a complete, intelligible sentence.

Model sentences, for reference only — a student sentence need not resemble them:
a. bottom of: The old box lay at the bottom of the river.
b. top of: A small flag was fixed on the top of the hill.
c. through: We walked through the forest before sunset.
d. along: They strolled along the river bank in the evening.
e. across: A wooden bridge runs across the canal.

Award 0 for an item where the preposition is missing, is used in a way that is not English (e.g. “He is bottom of happy”), or where nothing resembling a sentence was written. A minor spelling or article slip does NOT cost the mark — the item tests the preposition, not general accuracy.

MARKING NOTE: this question is ITEM-SCORED. Mark each lettered item against the key and put the SUM of the item marks in context_content_data, leaving structure_format_brevity, language_mechanics and originality_comparisons_paraphrase at 0. Nothing is awarded or deducted for handwriting, style, or spelling beyond what the key requires. An item the student did not attempt scores 0 for that item only. No structural cap is ever applied to an item-scored question.","","a) the oils, fat food is bottom of the food list.
b) The healthy food is top of the food list.
c) Nine through out marched the streets
d) he ate along with his dog.
e) He is ~~off~~ across the line.","a) the oils, fat food is bottom of the food list.
b) The healthy food is top of the food list.
c) Nine through out marched the streets
d) he ate along with his dog.
e) He is  across the line.","","7","ok","","1.0","0","0","0","1","0","0","False","False","","41","191","","","","","0","","","gemma-4-31b-it","gemini","extraction_prompt_c6_v1","f172ab06cd2b8256703c24aac7a3e69688981e106974ba6a4975feb8e0e852b6","{""thinking_level"": ""medium"", ""max_output_tokens"": 32768}","2026-09-17T03:54:04.087933+00:00"
"REARR_018","SE_06_Q1","SE_06_Q1_0018","9","Rearrange","8","","","absent","Put the following parts of the story in the correct order to make the whole story. Only the corresponding numbers of the sentences need to be written. (1 x 8 = 8)
a. She asked Bayazid to give her a glass of water, but he could not find any water in the pitcher.
b. Once Hazrat Bayazid Bustami came home to see his ailing mother.
c. But she again fell asleep.
d. So, he went to the well quite far from their house.
e. She woke up some hours later.
f. He filled the pitcher, came back and went to his mother with a glass of water.
g. As he was still standing by her bed, his mother drank the glass of water and blessed him from the core of heart.
h. He, instead of waking her up, stood by her bed with the glass of water in his hand.

ANSWER KEY — correct order (8 positions, 1 mark each):
1. b  (Once Hazrat Bayazid Bustami came home to see his ailing mother.)
2. a  (She asked Bayazid to give her a glass of water, but he could not find any water in the pitcher.)
3. d  (So, he went to the well quite far from their house.)
4. f  (He filled the pitcher, came back and went to his mother with a glass of water.)
5. c  (But she again fell asleep.)
6. h  (He, instead of waking her up, stood by her bed with the glass of water in his hand.)
7. e  (She woke up some hours later.)
8. g  (As he was still standing by her bed, his mother drank the glass of water and blessed him from the core of heart.)

Award 1 mark for each sentence the student places in its correct POSITION in the sequence above — a position-by-position comparison: b in slot 1 earns a mark, b anywhere else does not. The student may give the letters, the full sentences, or both; mark the order either way, and do not penalise copying slips inside the sentences.

MARKING NOTE: this question is ITEM-SCORED. Mark each lettered item against the key and put the SUM of the item marks in context_content_data, leaving structure_format_brevity, language_mechanics and originality_comparisons_paraphrase at 0. Nothing is awarded or deducted for handwriting, style, or spelling beyond what the key requires. An item the student did not attempt scores 0 for that item only. No structural cap is ever applied to an item-scored question.","","a) Once Hazrat Bayazid Bastami came home to see his ailing mother,
b) So, he went to the well quite far from their house.
c) But she again fell asleep.
d) she woke up some hours later.
e) she asked Bayazid to give her a glass of water, but he could not find any water in the pitcher.
f) He filled the [cut: partial text]
c) she woke up some hours later,
d) she asked Bayazid to give her a glass of water, but he could not find any water in the pitcher.
e) He filled the pitcher, came back and went to this mother with a glass of water.
f) He ins tead of waking her up stood by her bed with the glass of water in his hand.
g) As he was still standing by her bed, his mother drank the glass of water and blessed him from the core of heart.
h) But she again fell asleep.","a) Once Hazrat Bayazid Bastami came home to see his ailing mother,
b) So, he went to the well quite far from their house.
c) But she again fell asleep.
d) she woke up some hours later.
e) she asked Bayazid to give her a glass of water, but he could not find any water in the pitcher.
f) He filled the partial text
c) she woke up some hours later,
d) she asked Bayazid to give her a glass of water, but he could not find any water in the pitcher.
e) He filled the pitcher, came back and went to this mother with a glass of water.
f) He ins tead of waking her up stood by her bed with the glass of water in his hand.
g) As he was still standing by her bed, his mother drank the glass of water and blessed him from the core of heart.
h) But she again fell asleep.","","7-9","ok","","0.9","0","0","1","0","0","0","False","False","","159","760","","","","","0","","","gemma-4-31b-it","gemini","extraction_prompt_c6_v1","f172ab06cd2b8256703c24aac7a3e69688981e106974ba6a4975feb8e0e852b6","{""thinking_level"": ""medium"", ""max_output_tokens"": 32768}","2026-09-17T03:54:04.087933+00:00"
"POEM_018","SE_06_Q1","SE_06_Q1_0018","10","Poem_Short_Answer","10","","","absent","Answer any five of the following questions from the poems in your text book. (2 x 5 = 10)
a. What does Robin say about autumn?
b. How is Robin a happy bird?
c. How is Robin a hopeful bird?
d. What reason does Robin give for singing during the winter?
e. What does Robin teach us in the poem?
f. Why does the playmate come only on a rainy day?
g. Why does the boy think the playmate lives in another land?
h. What does the Moon come there to do?

ANSWER KEY — INDICATIVE ONLY, 2 marks per answer. The poem texts are not supplied with this paper, so the notes below describe the expected substance rather than fixed wording. Items a–e concern the poem about Robin, a bird who goes on singing as autumn turns to winter; items f–h concern the poem about a boy and an imagined playmate who visits on rainy days.
a. That autumn is passing and the cold season is coming — leaves fall and the bright days are ending.
b. He sings cheerfully whatever the season, finding joy in small things rather than complaining of the cold.
c. He keeps singing through the bleak season because he trusts that spring and better days will return.
d. He sings in winter to keep up his own and others' spirits, and because he believes the hard season will pass.
e. To stay cheerful and hopeful in hard times instead of giving way to gloom.
f. Because the rain keeps the boy indoors and alone, so that is when he longs for and imagines his playmate.
g. Because the playmate is never seen among the people he knows and appears only in his imagination, so the boy supposes he must come from some distant, unknown land.
h. It comes to look in on the child and keep him company — to shine on him and share the night with him.

BECAUSE THE KEY IS INDICATIVE, mark generously on substance: award 2 for an answer that is clearly about the right poem and carries a sensible reading consistent with these notes, 1 for a partly relevant or very thin answer, and 0 for an answer about the wrong poem, one that merely repeats the question, or one left blank.

ANY FIVE answers count, and only five are marked: if the student answers more than five, mark the FIRST five attempted and ignore the rest; if fewer than five, the unanswered ones score 0. Put the sum of the five item marks (0–10) in context_content_data and leave the other three criteria at 0.","","a) Robin say about autumn. the autumn is my favourite seoson.
b) Robin is a happy bird because he fly in the [unclear: ebad] cloud and He sing song.
c) Robin is a hope ful bird because He always happy.
d) Robin gives for singing during the winter because the [unclear: theact] is cold.
f) The Play mate come only on a rainy day because the Playmate loves to SIn Play in rainy day.","a) Robin say about autumn. the autumn is my favourite seoson.
b) Robin is a happy bird because he fly in the ebad cloud and He sing song.
c) Robin is a hope ful bird because He always happy.
d) Robin gives for singing during the winter because the theact is cold.
f) The Play mate come only on a rainy day because the Playmate loves to SIn Play in rainy day.","","10","ok","","0.8","0","2","0","0","0","0","False","False","","72","358","","","","","0","","","gemma-4-31b-it","gemini","extraction_prompt_c6_v1","f172ab06cd2b8256703c24aac7a3e69688981e106974ba6a4975feb8e0e852b6","{""thinking_level"": ""medium"", ""max_output_tokens"": 32768}","2026-09-17T03:54:04.087933+00:00"
"STORY_018","SE_06_Q1","SE_06_Q1_0018","11","Story","10","","","absent","Part-B : Writing. Read the opening of a story below and complete it in at least ten new sentences. Give a suitable title to it. (10)
Once upon a time two friends went on a journey. They had to go through a forest on the way. As they came through the wood, they saw a bear approaching…………","","Once upon a time two friends went on a journey. They had to go through a forest on the way. As they they came through the wood, they saw a bear approaching. Suddenly one of them climbed the tree. The other one has not he lay on his face without breathing the bear come of the man the bear felt smell and go away.

Then the other come of the tree and says is his friend to-what does the bear say into your whisper. his friend say the bear told me ""Do not trust a friend who lives you alone"".","Once upon a time two friends went on a journey. They had to go through a forest on the way. As they they came through the wood, they saw a bear approaching. Suddenly one of them climbed the tree. The other one has not he lay on his face without breathing the bear come of the man the bear felt smell and go away.

Then the other come of the tree and says is his friend to-what does the bear say into your whisper. his friend say the bear told me ""Do not trust a friend who lives you alone"".","A friend in indeed, is a friend in","11-12","ok","","1.0","0","0","0","0","0","0","False","False","","101","490","","","","","1","","","gemma-4-31b-it","gemini","extraction_prompt_c6_v1","f172ab06cd2b8256703c24aac7a3e69688981e106974ba6a4975feb8e0e852b6","{""thinking_level"": ""medium"", ""max_output_tokens"": 32768}","2026-09-17T03:54:04.087933+00:00"
"PARA_018","SE_06_Q1","SE_06_Q1_0018","12","Paragraph","10","","","absent","Write a paragraph in 120 words. ""A Rickshaw-Puller"" (10)","","A Rickshaw Puller is a familiar figure and hard workship. He pulls Rickshaw everyday and cities. He pulls Rickshaw everday. He earn hand to mought. Many rickshaw pullers lives is slums area with his wives and children. The rickhaw puller wake up early in the morning. Then they searcn of pasengers some of pasengers are good and some of bad.

The rickshaw puller pedal of hours of hours. They earn a little which is not often these of proper selter food, educatino and wises. we also respect the rickshaw pullers, we pay them fare price. The our government give him a lone and a basis education of traffic rules for leading a decent life and l","A Rickshaw Puller is a familiar figure and hard workship. He pulls Rickshaw everyday and cities. He pulls Rickshaw everday. He earn hand to mought. Many rickshaw pullers lives is slums area with his wives and children. The rickhaw puller wake up early in the morning. Then they searcn of pasengers some of pasengers are good and some of bad.

The rickshaw puller pedal of hours of hours. They earn a little which is not often these of proper selter food, educatino and wises. we also respect the rickshaw pullers, we pay them fare price. The our government give him a lone and a basis education of traffic rules for leading a decent life and l","A Rickshaw-puller","13-14","ok","","1.0","0","0","0","0","0","0","False","False","","116","643","","","","","1","","","gemma-4-31b-it","gemini","extraction_prompt_c6_v1","f172ab06cd2b8256703c24aac7a3e69688981e106974ba6a4975feb8e0e852b6","{""thinking_level"": ""medium"", ""max_output_tokens"": 32768}","2026-09-17T03:54:04.087933+00:00"
"DIALOG_018","SE_06_Q1","SE_06_Q1_0018","13","Dialogue","10","","","absent","You are Shahid and you have been suffering from fever along with some Covid-19 symptoms for a week. Now, you are at the chamber of a doctor. Write a dialogue between you and the doctor. (10)","","Doctor: Hi shahid, I can help you
shahid: Yes, I have full of body Pain and fever, and also runny nose.
Doctor: This a covid-19 symptoms. You test your covid-19 symptoms, As soon as Possible!
shahid: Okay I test my covid-19 sumptoms, As soon as possibel.
Doctor: How are you live ing
shihab: I live in with my parents and a elder sister.
Doctor: you r family members has fever
shihab: Yes, my father has fever and also runny nose.
Doctor: I request you to test all family members of your house.
Shihad: okay sure I will test every one. Thank you
Doctor: you're welcome","Doctor: Hi shahid, I can help you
shahid: Yes, I have full of body Pain and fever, and also runny nose.
Doctor: This a covid-19 symptoms. You test your covid-19 symptoms, As soon as Possible!
shahid: Okay I test my covid-19 sumptoms, As soon as possibel.
Doctor: How are you live ing
shihab: I live in with my parents and a elder sister.
Doctor: you r family members has fever
shihab: Yes, my father has fever and also runny nose.
Doctor: I request you to test all family members of your house.
Shihad: okay sure I will test every one. Thank you
Doctor: you're welcome","","15-16","ok","","1.0","0","0","0","0","0","0","False","False","","105","568","","","","","0","","","gemma-4-31b-it","gemini","extraction_prompt_c6_v1","f172ab06cd2b8256703c24aac7a3e69688981e106974ba6a4975feb8e0e852b6","{""thinking_level"": ""medium"", ""max_output_tokens"": 32768}","2026-09-17T03:54:04.087933+00:00"
"MCQ_019","SE_06_Q1","SE_06_Q1_0019","1","MCQ","7","","","absent","Read the text and answer question 1: Choose the best answer from the alternatives. (1 x 7 = 7)
a. On the 16th of December of the same year, the 26 March declaration of independence became a reality. Here the meaning of the word reality is — i. experience  ii. certainty  iii. virtuality  iv. actuality
b. To every Bangladeshi the 16th December is a day of — i. self analysis  ii. sorrows and sufferings  iii. self questioning  iv. pride and joy
c. We pay our deep respect to the martyrs who gave their lives for the independence of Bangladesh. Here respect means — i. neglect  ii. honour  iii. favour  iv. dignity
d. We, the Bangalees celebrate our Victory Day by remembering the roles played by our fearless freedom fighters and the people at large. Which of the following words has a similar meaning of fearless? i. curious  ii. courageous  iii. fearful  iv. rebillion
e. This is why December 16 is our Victory Day when the Pakistan army surrendered unconditionally. What does surrendered mean here? i. defended  ii. submitted  iii. captured  iv. with stood
f. To build up our nation as a prosperous country we have to work — i. individually  ii. separately  iii. independently  iv. unitedly
g. 1971 is the year of our — i. Liberation War  ii. Independence  iii. Victory day  iv. all of i, ii & iii

READING PASSAGE (questions 1 and 2):
December 16 is a remarkable day for Bangladeshi people. On this day in 1971. Bangladesh got independence after a nine-month-long blood-soaked battle against the Pakistani army. It is a day of national pride as well as a day of commemorating the sacrifices of the millions of Bangladeshi people. Pakistani army killed three million people and assaulted thousands of women.
The Victory Day is celebrated with great enthusiasm across the country. The day begins with a 31-gun salute at dawn, followed by the hoisting of the national flag at government buildings and private institutions. Different political, cultural and educational programmes are organised to pay homage to the martyrs of the war. The entire nation celebrates the day with colourful flags, banners and parades.
The National Parade ground hosts a grand military parade where the president, the prime minister and dignitaries from government and non-government sectors join, The National Martyrs Memorial in Savar, our monument dedicated to the soldiers and civilians who lost their lives during the war, becomes a focal point for citizens to pay their respect. People from all walks of life gather to offer flowers, recite patriotic songs, and recall the sacrifices made by the nation's heroes.

ANSWER KEY (1 mark per item, no part marks):
a. iv. actuality
b. iv. pride and joy
c. ii. honour
d. ii. courageous
e. ii. submitted
f. iv. unitedly
g. iv. all of i, ii & iii

Accept the option written as the roman numeral alone (“iv”), as the option text alone (“actuality”), or as both. Misspelling a correctly chosen option does NOT cost the mark.

MARKING NOTE: this question is ITEM-SCORED. Mark each lettered item against the key and put the SUM of the item marks in context_content_data, leaving structure_format_brevity, language_mechanics and originality_comparisons_paraphrase at 0. Nothing is awarded or deducted for handwriting, style, or spelling beyond what the key requires. An item the student did not attempt scores 0 for that item only. No structural cap is ever applied to an item-scored question.","","a) iii) virtuality
b) iv) Pride and joy
c) iv) dignity.
d) ii) courageous.
e) ii) submitted
f) iii) independently.
g) iii) victory dog","a) iii) virtuality
b) iv) Pride and joy
c) iv) dignity.
d) ii) courageous.
e) ii) submitted
f) iii) independently.
g) iii) victory dog","","1","ok","","1.0","0","0","0","0","0","0","False","False","","24","134","","","","","0","","","gemma-4-31b-it","gemini","extraction_prompt_c6_v1","f172ab06cd2b8256703c24aac7a3e69688981e106974ba6a4975feb8e0e852b6","{""thinking_level"": ""medium"", ""max_output_tokens"": 32768}","2026-09-17T03:52:57.485485+00:00"
"SHORT_019","SE_06_Q1","SE_06_Q1_0019","2","Short_Answer","5","","","absent","Write short answers to the following questions. (1 x 5 = 5)
a. What happened during the war in 1971?
b. How do people celebrate Victory Day?
c. Why is the National Martyrs’ Memorial important?
d. What do people sing at the National Martyrs’ Memorial?
e. What does the 31-gun salute represent on Victory Day?

READING PASSAGE (questions 1 and 2):
December 16 is a remarkable day for Bangladeshi people. On this day in 1971. Bangladesh got independence after a nine-month-long blood-soaked battle against the Pakistani army. It is a day of national pride as well as a day of commemorating the sacrifices of the millions of Bangladeshi people. Pakistani army killed three million people and assaulted thousands of women.
The Victory Day is celebrated with great enthusiasm across the country. The day begins with a 31-gun salute at dawn, followed by the hoisting of the national flag at government buildings and private institutions. Different political, cultural and educational programmes are organised to pay homage to the martyrs of the war. The entire nation celebrates the day with colourful flags, banners and parades.
The National Parade ground hosts a grand military parade where the president, the prime minister and dignitaries from government and non-government sectors join, The National Martyrs Memorial in Savar, our monument dedicated to the soldiers and civilians who lost their lives during the war, becomes a focal point for citizens to pay their respect. People from all walks of life gather to offer flowers, recite patriotic songs, and recall the sacrifices made by the nation's heroes.

ANSWER KEY — indicative content, 1 mark per item (whole mark or nothing; there are no half marks on this question):
a. Bangladesh fought a nine-month-long battle against the Pakistani army, who killed three million people and assaulted thousands of women; the country won independence on 16 December 1971.
b. With a 31-gun salute at dawn, hoisting of the national flag, political, cultural and educational programmes, and parades with colourful flags and banners.
c. It is the monument dedicated to the soldiers and civilians who lost their lives during the war, and it becomes the focal point where citizens pay their respect.
d. Patriotic songs.
e. It marks the start of Victory Day at dawn and honours the martyrs and the nation's victory.

Wording need not match the key — award the mark for any answer carrying the same content, in the student's own words or lifted from the passage. Award 0 for a wrong, off-question or omitted answer.

MARKING NOTE: this question is ITEM-SCORED. Mark each lettered item against the key and put the SUM of the item marks in context_content_data, leaving structure_format_brevity, language_mechanics and originality_comparisons_paraphrase at 0. Nothing is awarded or deducted for handwriting, style, or spelling beyond what the key requires. An item the student did not attempt scores 0 for that item only. No structural cap is ever applied to an item-scored question.","","a) The war [unclear: no/in] 1971 it was a December 16 is born a remarkable day for Bangladeshi people.

b) The people cel the Victory Day is celebrated with great enthusiasm across the country.

c) The National Martyns Memorial in Savar, our monument dedicated to the soldiers and civilians wh lost their lives during the war becomes a focal point for citize to pay their respects.

d) People from all walks of lif gather to offer flowers, recit patriotic songs, and recall the sacrifices made by the nations heroes.

e) The day begins with a 31-gun salute at dawn, followed by the hoisting of the national flag at govt. buildings and private institutions.","a) The war no/in 1971 it was a December 16 is born a remarkable day for Bangladeshi people.

b) The people cel the Victory Day is celebrated with great enthusiasm across the country.

c) The National Martyns Memorial in Savar, our monument dedicated to the soldiers and civilians wh lost their lives during the war becomes a focal point for citize to pay their respects.

d) People from all walks of lif gather to offer flowers, recit patriotic songs, and recall the sacrifices made by the nations heroes.

e) The day begins with a 31-gun salute at dawn, followed by the hoisting of the national flag at govt. buildings and private institutions.","","1-3","ok","","0.95","0","1","0","0","0","0","False","False","","111","645","","","","","4","","","gemma-4-31b-it","gemini","extraction_prompt_c6_v1","f172ab06cd2b8256703c24aac7a3e69688981e106974ba6a4975feb8e0e852b6","{""thinking_level"": ""medium"", ""max_output_tokens"": 32768}","2026-09-17T03:52:57.485485+00:00"
"GAP_019","SE_06_Q1","SE_06_Q1_0019","3","Gap_Fill","5","","","absent","Read the text and answer question 3: Complete the passage with suitable words. (1 x 5 = 5)
After finding the box Rajendra and Ravi (a) — about valuable stones. Then they (b) — to Jaipur. After showing the papers to the museum people, Uncle Santosh (c) — to know that the papers were valuable. He (d) — the papers to the museum for ten thousand rupees. Later, (e) — the news, the boy were happy.

READING PASSAGE (questions 3 and 4):
That night Ravi dreamt about gold coins and jewels. The next morning they packed everything into the jeep and went back to Jaipur, Uncle Santosh went to the museum to show his friend the papers. When he came back, he told the boys, ""Those papers were very valuable. The museum people bought them for ten thousand rupees."" The boys were delighted. When Ravi met his father and mother once again, he told them about his adventures and gave them Rs 50,000. Rajendra and Ravi never forgot the kind owl who helped them to find the old box.

ANSWER KEY (1 mark per gap). No clue words are supplied, so ANY word that fits the sentence grammatically and agrees with the passage is correct:
a. dreamt / dreamed / talked / thought
b. went back / returned / came back
c. was surprised / was glad / was happy / came
d. sold
e. hearing / on hearing / after hearing / getting

A word that fits the sense but is misspelled still earns the mark. A word of the wrong part of speech, or one that contradicts the passage, does not.

MARKING NOTE: this question is ITEM-SCORED. Mark each lettered item against the key and put the SUM of the item marks in context_content_data, leaving structure_format_brevity, language_mechanics and originality_comparisons_paraphrase at 0. Nothing is awarded or deducted for handwriting, style, or spelling beyond what the key requires. An item the student did not attempt scores 0 for that item only. No structural cap is ever applied to an item-scored question.","","(a) ten thousand.
(b) back.
(c) told the boys
(d) bought them
(e) Ray.","(a) ten thousand.
(b) back.
(c) told the boys
(d) bought them
(e) Ray.","","3","ok","","1.0","0","0","0","0","0","0","False","False","","14","70","","","","","0","","","gemma-4-31b-it","gemini","extraction_prompt_c6_v1","f172ab06cd2b8256703c24aac7a3e69688981e106974ba6a4975feb8e0e852b6","{""thinking_level"": ""medium"", ""max_output_tokens"": 32768}","2026-09-17T03:52:57.485485+00:00"
